TRACT2020,H202010020,H202010030,H202020010,H202020012,H202020020,H202020040,H202021010,H202030011,H202033010,H202033025,H202060010,H202062010,H202070010,H202070020,H202070030,H202070040,H202070070,H202072010,H202072020,H202081011,H202090012,H202090093,H202091012,H202091093,H202092021
48029181703,7876,2832,0.12389,0.02684,0.01852,259500,0.06188,0.22952,0.08121,0.03987,0.47029,0.02711,0.0,0.01308,0.06101,0.27788,0.88561,0.02295,0.0,0.05473,0.224,0.341,1,1,1.0
48029181704,6472,1892,0.12268,0.03383,0.10427,148300,0.18451,0.22093,0.10307,0.04898,0.8339,0.07035,0.08057,0.00155,0.10332,0.14206,0.81232,0.05761,0.02808,0.09937,0.712,0.62,3,3,1.0
48029181705,6167,2412,0.11853,0.01285,0.05815,162900,0.07741,0.07131,0.15506,0.11205,0.77153,0.0336,0.0,0.0,0.10567,0.53673,0.48684,0.11111,0.01907,0.08997,0.669,0.593,3,3,1.0
48029181711,8967,2825,0.09892,0.05274,0.04339,182800,0.04458,0.17487,0.10796,0.02331,0.71863,0.00639,0.00382,0.00089,0.01842,0.20225,0.56915,0.01558,0.00594,0.03115,0.302,0.387,2,2,1.0
48029181712,4471,1309,0.06392,0.0191,0.05726,182300,0.12081,0.38732,0.08327,0.07403,0.68642,0.06135,0.0,0.02706,0.0,0.09701,0.91138,0.05195,0.00054,0.08709,0.608,0.559,3,3,1.0
48139060217,7545,2510,0.02748,0.00319,0.0297,246300,0.07126,0.23187,0.07052,0.07952,0.27011,0.02088,0.04285,0.00106,0.0222,0.13069,0.3732,0.03745,0.00535,0.08446,0.338,0.405,2,2,1.0
48139060602,3822,1404,0.12088,0.02066,0.04993,178900,0.1327,0.24501,0.08618,0.05913,0.3752,0.00973,0.0,0.12088,0.17266,0.5631,0.77725,0.03632,0.00681,0.099,0.623,0.569,3,3,1.0
48139061402,4735,1879,0.07497,0.00852,0.01916,146800,0.17912,0.28153,0.11389,0.04055,0.47814,0.04931,0.03309,0.0,0.0721,0.22408,0.78074,0.00852,0.0,0.11708,0.246,0.354,1,1,1.0
48139060601,4976,2070,0.06511,0.01836,0.02932,184000,0.09736,0.42126,0.13478,0.06451,0.34084,0.00988,0.0,0.001,0.04211,0.60068,0.58075,0.0,0.0,0.02705,0.348,0.411,2,2,1.0
48029181713,7933,2622,0.0566,0.03166,0.03671,169000,0.04586,0.23684,0.16476,0.10097,0.74247,0.03183,0.02515,0.00088,0.01577,0.29485,0.91291,0.00686,0.00959,0.07361,0.646,0.582,3,3,1.0
48029181715,7733,1996,0.07901,0.01403,0.03385,144300,0.09001,0.11774,0.27405,0.05858,0.79465,0.0239,0.0,0.0,0.03388,0.35342,0.99177,0.00601,0.0075,0.10471,0.453,0.469,2,2,1.0
48029181716,9457,2441,0.03863,0.0,0.01758,117000,0.06452,0.12085,0.15772,0.06884,0.80744,0.05099,0.0,0.0,0.05167,0.32399,0.97786,0.01311,0.00402,0.06964,0.331,0.401,2,2,1.0
48201341002,3832,1581,0.0762,0.0,0.05313,141700,0.09859,0.19987,0.15117,0.06811,0.50157,0.007,0.0,0.0,0.03125,0.53914,0.91054,0.0,0.00457,0.04554,0.319,0.395,2,2,1.0
48201310101,2720,1431,0.17463,0.01258,0.05409,320600,0.14383,0.03564,0.0587,0.03824,0.62904,0.03631,0.0,0.01066,0.14516,0.49981,0.28913,0.13627,0.04358,0.00978,0.456,0.471,2,2,1.0
48201510301,3087,1544,0.03288,0.0,0.0,452000,0.022,0.14573,0.0,0.01782,0.31714,0.0,0.0,0.0149,0.15351,0.19434,0.75384,0.00777,0.0,0.03497,0.02,0.122,1,1,1.0
48201311001,3042,1083,0.28008,0.0434,0.12991,89900,0.52974,0.22161,0.1819,0.0332,0.94707,0.33254,0.0,0.0,0.06477,0.49145,1.0,0.0711,0.05677,0.33518,0.881,0.741,4,4,1.0
48201233502,3456,1067,0.15509,0.02249,0.14157,76600,0.522,0.13027,0.08716,0.0434,0.94184,0.20085,0.07892,0.0,0.07459,0.19589,0.93062,0.0,0.0,0.209,0.365,0.421,2,2,1.0
48201211302,2724,1276,0.26287,0.11755,0.08313,70900,0.22904,0.23511,0.11991,0.05837,0.98605,0.14776,0.0,0.0,0.14305,0.6094,0.92545,0.22649,0.05473,0.3127,0.945,0.808,4,4,1.0
48201454902,9243,2721,0.04771,0.04006,0.03678,248500,0.09676,0.13488,0.12091,0.06989,0.61582,0.10376,0.0,0.0,0.04291,0.27188,0.41646,0.04961,0.02097,0.03969,0.506,0.497,3,3,1.0
48201100001,5090,2560,0.13636,0.0,0.04434,-1,0.06511,0.08867,0.00742,0.00354,0.49804,0.01262,0.0,0.27132,0.20743,0.97142,0.41146,0.20156,0.06721,0.06484,0.451,0.468,2,2,1.0
48201340702,3512,1435,0.0094,0.0,0.03297,191700,0.02456,0.25784,0.1324,0.02933,0.6361,0.02552,0.0,0.0,0.0,0.21754,0.9784,0.00557,0.02596,0.023,0.185,0.314,1,1,1.0
48201433004,2896,847,0.33733,0.0,0.04931,-1,0.48587,0.02952,0.24203,0.06181,0.94475,0.55171,0.0,0.05007,0.20544,1.0,0.77767,0.12043,0.10436,0.31995,0.881,0.741,4,4,1.0
48201340501,3742,1695,0.16007,0.01062,0.03103,190600,0.1046,0.19292,0.15516,0.08097,0.38375,0.02966,0.0,0.0,0.09792,0.46312,0.98457,0.09735,0.02435,0.03658,0.636,0.577,3,3,1.0
48201341303,2979,1679,0.10775,0.0137,0.06919,140800,0.12856,0.18702,0.04884,0.06781,0.38436,0.06122,0.0,0.0,0.17331,0.42531,0.94584,0.08279,0.02452,0.01608,0.549,0.522,3,3,1.0
48201252306,8534,1993,0.39184,0.0,0.07129,164100,0.36486,0.03763,0.1144,0.05835,0.93555,0.26095,0.01766,0.0,0.09778,0.13194,0.27976,0.05319,0.0,0.07376,0.364,0.42,2,2,1.0
48201532301,5358,1956,0.04595,0.0,0.03141,230000,0.11559,0.0138,0.31595,0.04162,0.96025,0.10555,0.0,0.0,0.01906,0.96118,0.64493,0.12679,0.13714,0.08589,0.644,0.581,3,3,1.0
48201432005,3722,1450,0.22569,0.01793,0.07664,133500,0.34587,0.03517,0.11517,0.13649,0.91241,0.33572,0.0,0.0,0.20066,0.97098,0.98732,0.04966,0.05263,0.06,0.888,0.748,4,4,1.0
48201554701,2973,1183,0.09654,0.02959,0.05392,217900,0.0665,0.33643,0.08199,0.05045,0.5301,0.00283,0.0,0.0,0.05208,0.46788,0.53766,0.01522,0.0,0.00845,0.246,0.354,1,1,1.0
48201554202,3742,1293,0.19882,0.0116,0.0369,168000,0.07948,0.11833,0.04795,0.03928,0.41529,0.15327,0.0,0.0,0.0,0.45938,0.41841,0.0232,0.00751,0.0,0.217,0.336,1,1,1.0
48201554201,6244,2648,0.04786,0.0,0.01157,189600,0.06806,0.13897,0.05891,0.07751,0.50977,0.05156,0.03071,0.0,0.0653,0.52659,0.29156,0.0102,0.0,0.01586,0.119,0.266,1,1,1.0
48029181718,4968,1788,0.02838,0.01902,0.01491,174300,0.08425,0.18904,0.09284,0.07428,0.53341,0.00326,0.0,0.0,0.02561,0.18981,0.83651,0.02517,0.0,0.05313,0.167,0.302,1,1,1.0
48029181809,5890,2195,0.09423,0.03872,0.09123,135500,0.06064,0.15262,0.12437,0.0944,0.68862,0.03731,0.0,0.00289,0.04399,0.50179,0.81664,0.03144,0.00057,0.10251,0.704,0.615,3,3,1.0
48439113947,3191,985,0.0304,0.0,0.09302,324200,0.0,0.09036,0.23655,0.16954,0.53463,0.0166,0.0,0.0,0.0,0.10404,0.07208,0.0,0.0,0.0,0.114,0.261,1,1,1.0
48439113957,4174,1230,0.05702,0.0,0.0249,643800,0.00682,0.02846,0.01463,0.09152,0.25587,0.03059,0.0,0.0,0.04429,0.02563,0.73038,0.0,0.00817,0.0,0.049,0.189,1,1,1.0
48439113636,2802,1300,0.01642,0.0,0.12593,306300,0.10439,0.05846,0.07,0.03034,0.71699,0.0968,0.0,0.00178,0.05317,0.93457,0.96431,0.02846,0.0,0.01231,0.314,0.392,2,2,1.0
48439113949,3329,965,0.11565,0.0,0.12621,308900,0.0,0.12642,0.04041,0.03965,0.60949,0.01376,0.0,0.0,0.0,0.30219,0.01554,0.0,0.0,0.0,0.018,0.118,1,1,1.0
48167721207,4064,1446,0.08834,0.0,0.0451,277300,0.0,0.29737,0.04426,0.11491,0.30561,0.0,0.0,0.0,0.07839,0.41732,0.61887,0.0,0.06907,0.13762,0.317,0.394,2,2,1.0
48167721206,4682,1302,0.09996,0.08218,0.02363,315500,0.12094,0.18587,0.08756,0.14652,0.23708,0.0,0.0,0.0,0.0,0.0,0.11367,0.0,0.0,0.03149,0.193,0.32,1,1,1.0
48029181811,4379,1549,0.06451,0.00581,0.04635,194900,0.05545,0.35378,0.0949,0.07193,0.65243,0.0064,0.0,0.00388,0.03369,0.24782,0.70306,0.03034,0.0036,0.09619,0.462,0.474,2,2,1.0
48029190200,4418,2080,0.10762,0.01731,0.02579,291300,0.03909,0.18173,0.01635,0.0258,0.69104,0.04624,0.0,0.05772,0.14156,0.52438,0.92612,0.10529,0.0224,0.1601,0.534,0.513,3,3,1.0
48037011602,2748,1027,0.09243,0.00487,0.00863,97500,0.0426,0.43427,0.14606,0.07569,0.25036,0.0063,0.19099,0.0,0.20264,0.16594,0.86258,0.01655,0.0,0.34372,0.406,0.444,2,2,1.0
48037010906,5043,2129,0.04898,0.01362,0.03063,169000,0.03924,0.26773,0.07891,0.05552,0.15467,0.0,0.07456,0.0,0.06623,0.35098,0.54167,0.03523,0.0,0.16017,0.206,0.33,1,1,1.0
48037011102,2911,669,0.0785,0.02541,0.09114,86200,0.09155,0.16592,0.17788,0.06183,0.39952,0.0216,0.3351,0.4136,0.11391,0.44991,0.91126,0.02242,0.0,0.4006,0.658,0.588,3,3,1.0
48037011302,1988,723,0.26559,0.04011,0.04311,96600,0.11756,0.38313,0.11618,0.0503,0.18763,0.0,0.29132,0.0,0.14031,0.11871,0.6956,0.00415,0.0,0.27663,0.393,0.437,2,2,1.0
48037011202,2571,859,0.14897,0.00349,0.0,185000,0.05709,0.21769,0.07101,0.04823,0.05562,0.0,0.20314,0.0,0.03591,0.13108,0.61953,0.01281,0.0,0.11292,0.059,0.203,1,1,1.0
48037011403,3349,1229,0.14124,0.01221,0.00789,101500,0.06222,0.28804,0.13751,0.03613,0.30696,0.0,0.41846,0.0,0.17183,0.1708,0.72035,0.04963,0.0,0.19935,0.288,0.379,2,2,1.0
48029190400,4270,1097,0.13803,0.04831,0.08301,418100,0.01307,0.2917,0.0237,0.01874,0.47307,0.00883,0.0,0.49602,0.1727,0.36664,0.8914,0.01641,0.02695,0.01641,0.502,0.495,3,3,1.0
48029190501,3365,1035,0.24695,0.02705,0.02703,131800,0.22233,0.22802,0.11884,0.05379,0.88559,0.12908,0.00851,0.0,0.11915,0.39465,0.9617,0.04638,0.03076,0.12657,0.752,0.647,4,4,1.0
48029190601,4986,1110,0.23005,0.07387,0.05272,99200,0.44929,0.21351,0.18378,0.05375,0.90333,0.19818,0.03695,0.00221,0.08867,0.48704,0.98933,0.14054,0.02337,0.22973,0.953,0.819,4,4,1.0
48029190800,1856,696,0.05873,0.02155,0.08811,684500,0.03744,0.32328,0.04741,0.01563,0.19019,0.01752,0.01434,0.0,0.09257,0.12716,0.92568,0.01006,0.00353,0.05603,0.294,0.383,2,2,1.0
48029190901,6814,2706,0.32553,0.01072,0.09969,167200,0.13447,0.25721,0.11641,0.07382,0.71529,0.07257,0.0,0.01585,0.08333,0.58008,0.97053,0.17036,0.08799,0.20288,0.9,0.758,4,4,1.0
48139060104,4304,1292,0.16094,0.00929,0.07221,106500,0.32388,0.18421,0.16409,0.13871,0.71492,0.10467,0.31441,0.0,0.05968,0.29461,0.74527,0.01238,0.0,0.1517,0.606,0.558,3,3,1.0
48139060220,3769,1256,0.19012,0.0,0.01616,189700,0.09121,0.13933,0.2699,0.1125,0.30379,0.01824,0.0,0.0,0.05208,0.00531,0.31472,0.0,0.0,0.0,0.108,0.254,1,1,1.0
48139060219,4479,1544,0.08028,0.02202,0.04968,237300,0.13379,0.30246,0.09909,0.05314,0.33646,0.03089,0.02267,0.0,0.07876,0.09801,0.5358,0.02461,0.0,0.06995,0.306,0.388,2,2,1.0
48139060216,6736,2291,0.02294,0.01004,0.07339,249700,0.10247,0.21999,0.07988,0.06681,0.55003,0.04407,0.01811,0.0,0.01207,0.10125,0.56102,0.0598,0.0,0.03448,0.282,0.375,2,2,1.0
48139060215,3802,1172,0.01238,0.0,0.04013,243200,0.04799,0.17662,0.06143,0.0384,0.42136,0.0093,0.0117,0.00132,0.0858,0.11799,0.60218,0.0,0.00048,0.01962,0.061,0.205,1,1,1.0
48139061401,2532,835,0.10229,0.03234,0.04048,231900,0.03113,0.31257,0.23114,0.08689,0.41114,0.0,0.0,0.0,0.1293,0.47788,0.76121,0.0,0.0,0.01557,0.393,0.437,2,2,1.0
48027022103,5712,1812,0.13787,0.0,0.12619,95900,0.07189,0.13631,0.20254,0.08964,0.77556,0.02192,0.0,0.0,0.05674,0.48232,0.82197,0.01214,0.0,0.06402,0.387,0.434,2,2,1.0
48027022200,4336,2111,0.05472,0.01468,0.00543,148300,0.10096,0.07295,0.08953,0.09018,0.6589,0.02738,0.00625,0.0053,0.12078,0.83214,0.89671,0.08385,0.01447,0.10469,0.666,0.592,3,3,1.0
48027022300,3574,1645,0.32829,0.02857,0.13945,90000,0.13659,0.16596,0.21459,0.10325,0.61444,0.00437,0.278,0.0,0.25397,0.72384,0.86304,0.14954,0.0,0.1307,0.845,0.714,4,4,1.0
48139060105,3578,1124,0.08431,0.02758,0.00659,114000,0.29593,0.24199,0.04804,0.09363,0.57323,0.04286,0.22833,0.00587,0.13003,0.20017,0.69659,0.02135,0.00499,0.06495,0.596,0.551,3,3,1.0
48139060103,4745,1630,0.0593,0.0,0.00377,228200,0.22219,0.23313,0.07485,0.02613,0.5235,0.07336,0.24426,0.0,0.01451,0.10558,0.67775,0.02761,0.0,0.07607,0.109,0.255,1,1,1.0
48139060106,3053,939,0.13513,0.0,0.00199,92900,0.32126,0.32481,0.18637,0.07697,0.53456,0.0362,0.45218,0.0,0.12813,0.2093,0.71495,0.0,0.0,0.21725,0.404,0.443,2,2,1.0
48139060218,2588,896,0.02049,0.02455,0.02999,215900,0.08617,0.21763,0.14063,0.09505,0.4034,0.00256,0.26806,0.0,0.14829,0.16847,0.84791,0.03795,0.02074,0.0279,0.554,0.525,3,3,1.0
48371950300,2864,1086,0.31787,0.16022,0.01262,49200,0.367,0.36188,0.10773,0.1257,0.86627,0.11422,0.10207,0.0,0.16654,0.39665,0.9033,0.09116,0.0,0.3361,0.91,0.768,4,4,1.0
48371950100,2127,695,0.07381,0.01871,0.0111,94500,0.16428,0.28489,0.07194,0.09544,0.55477,0.04886,0.24223,0.0,0.25509,0.18101,0.8478,0.01583,0.0,0.17698,0.472,0.479,2,2,1.0
48371950400,4652,1894,0.11422,0.07233,0.0177,153200,0.19379,0.25924,0.1415,0.0546,0.77623,0.01978,0.00394,0.0,0.06745,0.26118,0.96307,0.14097,0.00349,0.19694,0.716,0.623,3,3,1.0
48371950500,5509,1193,0.16309,0.07544,0.0,72200,0.33825,0.19447,0.13747,0.0383,0.75186,0.07229,0.45616,0.32529,0.21358,0.12618,0.79565,0.07544,0.0,0.40738,0.664,0.591,3,3,1.0
48029191003,9124,3011,0.29089,0.00432,0.05835,120600,0.19233,0.24078,0.11325,0.10193,0.84075,0.09275,0.0,0.00099,0.04836,0.42556,0.84798,0.13318,0.03321,0.22119,0.838,0.709,4,4,1.0
48029191004,4641,1378,0.37686,0.04427,0.06467,144800,0.35819,0.17779,0.20319,0.09632,0.91317,0.19385,0.01162,0.00108,0.0581,0.74094,0.99385,0.10232,0.06811,0.31277,0.983,0.871,4,4,1.0
48029191101,2011,692,0.08652,0.04335,0.01437,357100,0.05215,0.33237,0.02746,0.03431,0.43163,0.03296,0.0,0.0,0.11168,0.14818,0.92041,0.00578,0.02467,0.02601,0.312,0.391,2,2,1.0
48029191102,2448,866,0.04027,0.01386,0.02585,294200,0.08856,0.37067,0.06928,0.07721,0.60539,0.04205,0.0,0.01348,0.28841,0.08571,0.99096,0.07506,0.0,0.09469,0.484,0.486,2,2,1.0
48167720509,2552,1080,0.08464,0.09259,0.0523,161700,0.09289,0.39352,0.0463,0.06661,0.30172,0.01889,0.0,0.00274,0.11837,0.18468,0.87347,0.04537,0.0,0.06389,0.449,0.467,2,2,1.0
48167721403,5482,1962,0.02658,0.01478,0.02972,261000,0.04797,0.14322,0.04332,0.08957,0.24608,0.00421,0.0,0.0,0.02582,0.23933,0.89374,0.02396,0.01198,0.00815,0.221,0.339,1,1,1.0
48167721302,1664,868,0.07752,0.07028,0.044,196800,0.0,0.35945,0.02995,0.04567,0.23858,0.0,0.0,0.0,0.05755,0.29868,0.76764,0.04493,0.01244,0.04032,0.351,0.413,2,2,1.0
48167721301,3289,1303,0.1559,0.00844,0.0432,176600,0.03583,0.22563,0.08903,0.0678,0.27151,0.04925,0.02947,0.02098,0.14669,0.20031,0.79044,0.05372,0.0145,0.15733,0.577,0.54,3,3,1.0
48167720703,4763,1460,0.01434,0.0,0.03433,416900,0.02021,0.04178,0.08836,0.08692,0.39849,0.04553,0.0,0.03338,0.1325,0.24348,0.06655,0.00411,0.0588,0.0,0.239,0.35,1,1,1.0
48167721208,1376,459,0.11773,0.01525,0.04076,213900,0.0288,0.18519,0.15686,0.04942,0.39099,0.00765,0.0,0.0,0.04175,0.28561,0.71816,0.0,0.0043,0.00654,0.194,0.321,1,1,1.0
48167720511,2721,813,0.06211,0.0,0.01658,341400,0.07866,0.13653,0.0984,0.06836,0.38626,0.03077,0.01845,0.0,0.0,0.01617,0.13899,0.01845,0.0,0.0,0.062,0.206,1,1,1.0
48167720602,3322,1294,0.07706,0.13447,0.01318,200700,0.04365,0.23107,0.06955,0.06141,0.49639,0.01892,0.0,0.0,0.0,0.146,0.1847,0.0,0.0181,0.0,0.248,0.355,1,1,1.0
48167720510,3262,1005,0.09699,0.0,0.0,151000,0.06295,0.13134,0.10249,0.06039,0.44727,0.01762,0.00483,0.03096,0.02992,0.29041,1.0,0.00498,0.02747,0.02189,0.284,0.377,2,2,1.0
48167720512,2813,857,0.03575,0.0,0.0426,255900,0.0,0.09452,0.12835,0.03164,0.34732,0.0,0.0,0.0,0.0,0.03804,0.36523,0.0,0.01095,0.0,0.042,0.175,1,1,1.0
48167721211,2338,729,0.0509,0.0,0.00608,346400,0.01597,0.11111,0.12209,0.08683,0.29855,0.00609,0.0,0.0,0.0,0.03678,0.06722,0.0,0.0,0.03429,0.043,0.177,1,1,1.0
48167720604,2141,830,0.01756,0.0,0.0,240000,0.0224,0.17229,0.07108,0.0808,0.3503,0.01118,0.0,0.0,0.05789,0.0,0.04767,0.0,0.0,0.0,0.026,0.139,1,1,1.0
48167720508,1814,732,0.0,0.0,0.0,193800,0.07531,0.22951,0.19536,0.08875,0.414,0.02843,0.0,0.0,0.07809,0.1301,0.42947,0.0,0.0,0.18852,0.162,0.299,1,1,1.0
48167721205,5769,1611,0.07436,0.0,0.05428,166000,0.0768,0.08318,0.19553,0.04663,0.38984,0.04236,0.0,0.0,0.0,0.30231,0.78026,0.0,0.0,0.10428,0.115,0.262,1,1,1.0
48249950101,3429,903,0.2613,0.0,0.0,-1,0.23004,0.19491,0.15061,0.07932,0.74891,0.0,0.27618,0.0,0.40903,0.29834,0.72186,0.11296,0.0,0.52049,0.537,0.515,3,3,1.0
48249950201,3608,1383,0.19703,0.04628,0.06788,55500,0.24606,0.25886,0.11135,0.08149,0.72921,0.0344,0.15905,0.0,0.23886,0.14246,0.77876,0.03543,0.0,0.37816,0.695,0.61,3,3,1.0
48249950303,1557,597,0.08735,0.0,0.00848,198200,0.01798,0.23618,0.0,0.01927,0.71741,0.03536,0.0,0.0,0.07009,0.4271,0.88162,0.0,0.0,0.0469,0.036,0.165,1,1,1.0
48249950202,4697,1177,0.17788,0.04418,0.0443,100700,0.15497,0.2243,0.15378,0.07409,0.78497,0.01771,0.2764,0.01043,0.23272,0.09961,0.68514,0.06627,0.0,0.26253,0.71,0.619,3,3,1.0
48249950102,5825,1821,0.12865,0.02581,0.01385,153300,0.15046,0.31192,0.08347,0.07433,0.62592,0.08976,0.21429,0.0,0.23487,0.13494,0.62437,0.05052,0.0,0.31137,0.564,0.531,3,3,1.0
48249950301,3979,1080,0.37974,0.01019,0.01044,111900,0.18166,0.25185,0.28056,0.1337,0.96959,0.02959,0.01985,0.0,0.1067,0.61121,0.82134,0.175,0.0,0.32685,0.838,0.709,4,4,1.0
48249950302,2455,816,0.09457,0.02083,0.0,85000,0.26025,0.21446,0.16912,0.03992,0.91853,0.05558,0.0,0.04807,0.01568,0.35131,1.0,0.0,0.0,0.23652,0.394,0.438,2,2,1.0
48031950101,3068,1317,0.13141,0.05239,0.05303,295300,0.11329,0.31587,0.09263,0.0528,0.25033,0.01239,0.22881,0.01532,0.06992,0.29659,0.67867,0.02658,0.0,0.16781,0.521,0.505,3,3,1.0
48031950102,2081,854,0.04037,0.01054,0.07389,261300,0.03564,0.55504,0.00351,0.00144,0.10235,0.00144,0.07567,0.0,0.26569,0.06055,0.60963,0.03162,0.0,0.06792,0.162,0.299,1,1,1.0
48031950202,3364,1245,0.06153,0.00241,0.01639,230400,0.0702,0.33815,0.03614,0.04251,0.30678,0.04191,0.12021,0.00268,0.19103,0.26915,0.79337,0.01205,0.0,0.06747,0.213,0.334,1,1,1.0
48031950201,3220,1249,0.19322,0.10408,0.07047,276300,0.10594,0.38271,0.07926,0.0559,0.26584,0.0,0.17366,0.01304,0.27214,0.15135,0.58275,0.01201,0.0,0.1273,0.475,0.481,2,2,1.0
48053960802,2452,984,0.06117,0.01321,0.00875,447200,0.05069,0.39228,0.03455,0.09176,0.05057,0.0,0.04794,0.00734,0.26292,0.07067,0.33708,0.02541,0.0,0.10061,0.248,0.355,1,1,1.0
48139060221,6969,2260,0.01248,0.0,0.01963,366500,0.05384,0.20265,0.04336,0.07017,0.21237,0.0,0.0,0.0,0.05241,0.05008,0.25157,0.0469,0.0,0.0146,0.05,0.19,1,1,1.0
48027023500,2097,751,0.268,0.00266,0.11508,55800,0.23164,0.05326,0.15846,0.05818,0.68431,0.07089,0.0,0.01621,0.30911,0.61512,0.98528,0.1225,0.0,0.19041,0.718,0.624,3,3,1.0
48029191406,6679,2684,0.01258,0.00522,0.01595,370900,0.01108,0.35991,0.05142,0.0825,0.31622,0.00163,0.00575,0.0,0.03557,0.19763,0.88502,0.00373,0.00564,0.01304,0.235,0.347,1,1,1.0
48041002010,3540,1222,0.02062,0.00818,0.03979,384500,0.02364,0.25041,0.01309,0.04661,0.19153,0.00059,0.20687,0.0,0.02396,0.17599,0.32188,0.0,0.0,0.03682,0.034,0.16,1,1,1.0
48185180400,3776,57,0.10286,0.0,0.0,-1,0.23615,0.19298,0.0,0.0,0.63083,0.01589,0.0,0.97087,0.0,0.76364,1.0,0.0,0.07563,0.0,0.275,0.371,2,2,1.0
48027020401,3379,1271,0.21439,0.03304,0.12233,112100,0.17953,0.20928,0.21164,0.05149,0.61823,0.02278,0.12291,0.02516,0.07564,0.4833,0.72145,0.12667,0.0,0.19827,0.802,0.681,4,4,1.0
48027023203,1074,363,0.07914,0.0,0.10811,-1,0.04106,0.01377,0.07713,0.24115,0.65922,0.0184,0.01221,0.0,0.59711,1.0,0.97003,0.00826,0.02089,0.02204,0.596,0.551,3,3,1.0
48479001105,2795,752,0.36888,0.02261,0.01162,114600,0.2756,0.12633,0.34973,0.14526,0.96852,0.22897,0.05769,0.0,0.0359,0.67048,0.58974,0.04521,0.0,0.21676,0.763,0.654,4,4,1.0
48479001401,3777,1152,0.3056,0.11111,0.05146,109000,0.5774,0.32378,0.25347,0.09214,0.96505,0.25314,0.01451,0.00715,0.01706,0.3464,0.91638,0.1224,0.02855,0.43142,0.992,0.901,4,4,1.0
48085031706,2585,853,0.01857,0.01055,0.07271,708600,0.04397,0.30129,0.06096,0.04526,0.09284,0.01418,0.0,0.0,0.04372,0.04255,0.92377,0.01758,0.0,0.00821,0.113,0.26,1,1,1.0
48479001811,4619,1104,0.19138,0.01812,0.09715,110100,0.22698,0.15036,0.0933,0.07599,0.99177,0.13261,0.01308,0.00541,0.03749,0.16239,0.77681,0.00453,0.00269,0.18659,0.609,0.56,3,3,1.0
48479001003,3065,975,0.3478,0.02051,0.06174,103800,0.32543,0.13538,0.19897,0.09103,0.97847,0.1705,0.12463,0.0,0.02792,0.64144,0.60718,0.06564,0.02085,0.2041,0.898,0.757,4,4,1.0
48479001201,2434,822,0.42687,0.12652,0.09125,78300,0.51698,0.37591,0.22871,0.09778,0.9963,0.28643,0.03718,0.0,0.2164,0.46508,0.9266,0.1472,0.00538,0.36496,0.997,0.926,4,4,1.0
48121021620,3051,1360,0.07899,0.0,0.05958,-1,0.05274,0.0,0.15074,0.08915,0.62176,0.03598,0.0,0.0,0.13924,1.0,0.43165,0.03603,0.00531,0.01618,0.565,0.532,3,3,1.0
48121021750,5031,1476,0.03571,0.00678,0.03389,642900,0.04834,0.17209,0.02371,0.03936,0.31703,0.02648,0.01355,0.02703,0.0,0.06905,0.46816,0.00949,0.0,0.0271,0.045,0.179,1,1,1.0
48121021742,7219,2540,0.06569,0.00236,0.01423,255200,0.19055,0.28031,0.09764,0.05804,0.51267,0.10515,0.00968,0.00319,0.05471,0.27752,0.94976,0.04803,0.00023,0.04803,0.526,0.508,3,3,1.0
48121020111,4202,1133,0.04093,0.0,0.01125,457800,0.02017,0.07061,0.04237,0.03903,0.36054,0.01065,0.0,0.0,0.01564,0.07901,0.10947,0.00794,0.0,0.0,0.011,0.073,1,1,1.0
48121020203,6721,2018,0.10073,0.01635,0.01509,174300,0.14802,0.17839,0.12091,0.11129,0.28895,0.02143,0.0,0.0,0.07304,0.29668,0.53606,0.03766,0.00593,0.12537,0.502,0.495,3,3,1.0
48309004300,8104,2737,0.13306,0.00329,0.04975,70600,0.27583,0.19839,0.17976,0.07984,0.77357,0.07671,0.00704,0.01654,0.12388,0.34329,0.76408,0.04494,0.0,0.13774,0.644,0.581,3,3,1.0
48121021637,4466,2130,0.18003,0.01033,0.02161,262900,0.11185,0.08685,0.09155,0.08442,0.68406,0.04084,0.00043,0.0,0.08974,0.69996,0.98803,0.10704,0.01215,0.15634,0.685,0.603,3,3,1.0
48479001722,7243,2393,0.03893,0.01421,0.0198,301300,0.11331,0.15587,0.07355,0.09485,0.93456,0.09899,0.00191,0.00069,0.08699,0.18182,0.46471,0.01922,0.0,0.04639,0.293,0.382,2,2,1.0
48121021743,3450,1326,0.14841,0.00452,0.01092,200500,0.21306,0.31146,0.06863,0.09449,0.57884,0.113,0.01536,0.0,0.07402,0.54145,0.85056,0.0641,0.0,0.07315,0.577,0.54,3,3,1.0
48121021727,4880,1518,0.00615,0.0,0.03272,411100,0.01491,0.10408,0.04348,0.0457,0.39693,0.01267,0.0,0.0,0.04588,0.15533,0.66939,0.01713,0.0,0.0,0.018,0.117,1,1,1.0
48231961503,4958,1782,0.15908,0.04714,0.03251,128600,0.17215,0.33726,0.12009,0.11154,0.17265,0.00976,0.29221,0.01654,0.09909,0.24918,0.69869,0.0303,0.0,0.19921,0.685,0.603,3,3,1.0
48231961502,5440,1718,0.09671,0.01746,0.01302,187700,0.10424,0.16647,0.05763,0.06654,0.21857,0.01083,0.25495,0.02096,0.05604,0.10496,0.52198,0.02678,0.0,0.09313,0.177,0.309,1,1,1.0
