BG2020,H202010020,H202010030,H202020010,H202020012,H202020020,H202020040,H202021010,H202030011,H202033010,H202033025,H202060010,H202062010,H202070010,H202070020,H202070030,H202070040,H202070070,H202072010,H202072020,H202081011,H202090012,H202090093,H202091012,H202091093,H202092021
480019501001,1640,608,0.14357,0.05428,0.14403,301900,0.17266,0.31579,0.19572,0.06341,0.38598,0.0293,0.31452,0.02744,0.1828,0.21505,0.7836,0.05428,0.0,0.23026,0.886,0.735,4,4,1.0
480019501002,1901,626,0.13793,0.02396,0.07344,262600,0.04793,0.29872,0.02875,0.13467,0.10679,0.00729,0.29823,0.0,0.34724,0.14308,0.61001,0.0,0.0,0.17732,0.457,0.464,2,2,1.0
480019501003,1417,545,0.26464,0.0,0.0,305500,0.0395,0.30275,0.12477,0.04446,0.21948,0.0,0.30226,0.0,0.23023,0.12562,0.66102,0.01101,0.0,0.27156,0.312,0.386,2,2,1.0
480019504011,4867,81,0.0,0.0,0.0,275000,0.26896,0.08642,0.08642,0.00699,0.69242,0.01366,0.0,0.94514,0.19,0.66667,0.86,0.0,0.0,0.17284,0.229,0.336,1,1,1.0
480019504021,7335,0,1.0,0.0,0.0,271100,0.29417,0.0,0.0,0.0,0.68643,0.01909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.102,1,1,1.0
480019505001,1093,274,0.02922,0.0,0.09375,383400,0.08793,0.24453,0.18613,0.09973,0.56542,0.0437,0.07453,0.03019,0.14907,0.21981,0.72981,0.0,0.0,0.39781,0.584,0.531,3,3,1.0
480019505002,444,152,0.13063,0.0,0.0,350900,0.32131,0.09211,0.30263,0.09234,0.76577,0.26055,0.0,0.0,0.27273,0.33559,0.91866,0.22368,0.0,0.53947,0.772,0.647,4,4,1.0
480019505003,1385,527,0.17256,0.02277,0.0,298800,0.12337,0.17078,0.11385,0.0657,0.587,0.01546,0.0,0.0,0.14029,0.38339,0.88744,0.03605,0.06364,0.19734,0.709,0.606,3,3,1.0
480019505004,1475,441,0.22863,0.02268,0.05651,162300,0.14043,0.34014,0.09297,0.06712,0.59254,0.0516,0.0772,0.02441,0.20826,0.1369,0.97487,0.06576,0.0,0.08163,0.798,0.665,4,4,1.0
480019506001,1392,577,0.2931,0.0,0.03985,350300,0.22807,0.54419,0.14558,0.11494,0.33405,0.0,0.47176,0.0,0.32118,0.34555,0.94,0.04159,0.0,0.25303,0.772,0.647,4,4,1.0
480019506002,1190,365,0.04659,0.0,0.05321,114900,0.36182,0.23014,0.32603,0.0479,0.12437,0.0,0.14747,0.06807,0.26263,0.52209,0.9697,0.10411,0.0,0.06849,0.745,0.629,3,3,1.0
480019506003,1078,314,0.35399,0.33439,0.06897,237500,0.30263,0.55732,0.09554,0.0,0.67254,0.0,0.0,0.0,0.0951,0.09833,0.82133,0.07325,0.0,0.46178,0.628,0.557,3,3,1.0
480019507001,1028,307,0.1644,0.06189,0.06596,69100,0.03602,0.35505,0.23127,0.20914,0.88911,0.0,0.05539,0.0,0.10496,0.4251,0.91254,0.11401,0.0,0.30619,0.907,0.753,4,4,1.0
480019507003,978,256,0.07538,0.03516,0.0,84000,0.38103,0.25781,0.08594,0.02761,0.72597,0.11777,0.0,0.19632,0.20743,0.32697,1.0,0.03906,0.0,0.37109,0.703,0.602,3,3,1.0
480019508002,1491,704,0.36016,0.0767,0.02395,118600,0.01878,0.20028,0.2983,0.10396,0.5835,0.0,0.0,0.00469,0.06631,0.67116,0.7122,0.07528,0.0,0.15341,0.803,0.669,4,4,1.0
480019508003,774,326,0.19767,0.10429,0.0,23400,0.0226,0.26994,0.07669,0.05168,0.51292,0.0,0.0,0.0,0.07386,0.44574,1.0,0.0,0.0,0.14417,0.321,0.391,2,2,1.0
480019508004,1024,356,0.06055,0.0,0.10406,54200,0.01792,0.13202,0.30337,0.04102,0.43262,0.0,0.0,0.0,0.0,0.12207,1.0,0.0,0.0,0.05337,0.144,0.276,1,1,1.0
480019508005,918,311,0.0,0.0,0.0,132800,0.0625,0.0836,0.0,0.0,0.11438,0.0,0.0,0.0,0.0,0.12636,1.0,0.05788,0.0,0.0,0.041,0.162,1,1,1.0
480019509011,1133,364,0.10591,0.0,0.0214,156600,0.03147,0.27747,0.26923,0.05296,0.31333,0.0,0.13178,0.0,0.05943,0.21094,0.65891,0.12363,0.0,0.1978,0.515,0.494,3,3,1.0
480019509012,730,258,0.0,0.0,0.15412,114600,0.33669,0.56977,0.0,0.0,0.37123,0.09178,0.32057,0.0,0.38278,0.13562,0.58612,0.07364,0.0,0.3876,0.505,0.489,3,3,1.0
480019509014,3359,707,0.12323,0.07496,0.0,97600,0.20403,0.29279,0.11315,0.04138,0.24442,0.0118,0.51383,0.32837,0.30138,0.1977,0.73123,0.04102,0.0,0.157,0.68,0.588,3,3,1.0
480019509022,1721,629,0.26148,0.0,0.0,101900,0.13698,0.31955,0.16216,0.10633,0.38931,0.0,0.34296,0.0,0.2098,0.2853,0.87563,0.04134,0.0,0.18442,0.604,0.543,3,3,1.0
480019509023,454,209,0.0,0.0,0.05528,281300,0.0,0.2201,0.0,0.11013,0.15639,0.0,0.4223,0.0,0.29392,0.07048,0.68919,0.23445,0.0,0.23445,0.364,0.415,2,2,1.0
480019509024,1539,826,0.04873,0.05327,0.0,112800,0.36102,0.2046,0.00605,0.01689,0.29565,0.05816,0.41882,0.0,0.14581,0.12151,0.60496,0.20944,0.0,0.43341,0.574,0.526,3,3,1.0
480019511001,1958,661,0.06231,0.01815,0.0,80200,0.0665,0.47352,0.02723,0.02349,0.06793,0.0,0.31054,0.0,0.25897,0.15781,0.59081,0.0,0.01832,0.16944,0.401,0.435,2,2,1.0
480019511002,954,312,0.07338,0.01923,0.0,458900,0.07457,0.16667,0.00962,0.11321,0.15514,0.0461,0.53425,0.0,0.38943,0.2086,0.4364,0.02244,0.0,0.17308,0.469,0.47,2,2,1.0
480019511003,1302,573,0.13748,0.04014,0.0276,121100,0.11554,0.19895,0.15532,0.04531,0.39708,0.00644,0.58858,0.0,0.16105,0.40399,0.5549,0.0192,0.04841,0.12391,0.768,0.644,4,4,1.0
480019511004,626,295,0.14856,0.04068,0.0184,65200,0.17373,0.15932,0.09492,0.08147,0.48722,0.13913,0.2681,0.0,0.4227,0.68371,0.75538,0.13898,0.0,0.06102,0.838,0.696,4,4,1.0
480019506004,1044,366,0.07663,0.02459,0.0,112500,0.20654,0.05191,0.18033,0.07375,0.38602,0.02689,0.08229,0.0,0.08728,0.54406,1.0,0.12568,0.0,0.38525,0.772,0.647,4,4,1.0
480019507002,491,246,0.13035,0.03252,0.02632,27100,0.2449,0.25203,0.08537,0.05499,0.72301,0.12284,0.0,0.0,0.344,0.65377,0.98133,0.08943,0.0,0.45528,0.836,0.694,4,4,1.0
480019508001,1842,945,0.01249,0.01481,0.04493,89900,0.07125,0.19153,0.05503,0.01683,0.67427,0.0,0.0,0.00489,0.06897,0.52319,1.0,0.0,0.0,0.11111,0.282,0.369,2,2,1.0
480019509013,1253,460,0.13647,0.02826,0.0,188300,0.10464,0.56739,0.0,0.09417,0.21788,0.02467,0.36162,0.0,0.07071,0.05826,0.90505,0.0,0.0,0.26522,0.342,0.403,2,2,1.0
480019509021,539,242,0.08349,0.07851,0.0,-1,0.04245,0.20661,0.0,0.141,0.0,0.0,0.23939,0.0,0.26667,0.05751,0.52424,0.0,0.0,0.19421,0.214,0.326,1,1,1.0
480019510011,1500,528,0.07533,0.02841,0.12938,119100,0.11931,0.40909,0.05303,0.06467,0.26667,0.0,0.31315,0.0,0.22009,0.084,0.4712,0.03788,0.0,0.28788,0.598,0.539,3,3,1.0
480019510012,2716,951,0.26915,0.03996,0.0,198600,0.02567,0.37329,0.18612,0.07953,0.10125,0.0,0.29702,0.0,0.11453,0.29381,0.69926,0.0,0.0,0.26183,0.473,0.472,2,2,1.0
480019510022,1367,519,0.01902,0.0,0.0,118000,0.10473,0.24855,0.0,0.0,0.1485,0.0,0.23581,0.00585,0.24454,0.0,0.65211,0.0,0.0,0.23314,0.07,0.202,1,1,1.0
480019510021,553,257,0.0,0.0,0.0,144800,0.00849,0.4786,0.0,0.02893,0.02893,0.0,0.23077,0.0,0.01154,0.08318,0.56923,0.0,0.0,0.09728,0.043,0.165,1,1,1.0
480019510023,591,190,0.29883,0.02105,0.03867,170800,0.19898,0.26316,0.34211,0.1692,0.51438,0.00815,0.2381,0.13367,0.17749,0.50781,0.7316,0.06842,0.0,0.51053,0.939,0.782,4,4,1.0
480019510024,815,247,0.14055,0.0,0.04098,120100,0.09607,0.12146,0.16194,0.08712,0.10307,0.0,0.02878,0.0,0.11151,0.33374,0.89568,0.01619,0.0,0.2753,0.475,0.473,2,2,1.0
480039501001,2495,739,0.12064,0.0,0.05521,369500,0.15085,0.20704,0.09066,0.10862,0.47816,0.08228,0.14467,0.0,0.06218,0.29499,0.49873,0.0,0.00387,0.04601,0.606,0.544,3,3,1.0
480039502001,1823,536,0.1875,0.08022,0.06051,79300,0.26909,0.15672,0.06157,0.096,0.73725,0.08859,0.0,0.04334,0.0,0.22305,0.97575,0.0,0.0,0.03545,0.541,0.508,3,3,1.0
480039502002,717,280,0.0,0.0,0.0303,166400,0.04365,0.11071,0.0,0.08647,0.58159,0.08702,0.05329,0.0,0.12226,0.04184,0.74922,0.0,0.0,0.0,0.075,0.208,1,1,1.0
480039502003,2001,664,0.25887,0.01807,0.06486,461900,0.2874,0.03614,0.15361,0.12494,0.58621,0.01656,0.0,0.0,0.22248,0.32234,0.79625,0.04819,0.0,0.10542,0.701,0.601,3,3,1.0
480039502004,735,297,0.02585,0.0,0.0,155100,0.20333,0.2862,0.0,0.09252,0.5102,0.0,0.0,0.0,0.0,0.52653,1.0,0.12795,0.0,0.16835,0.384,0.426,2,2,1.0
480039502005,1166,419,0.04717,0.0,0.0,89300,0.04125,0.36754,0.02864,0.04545,0.16038,0.0,0.0,0.0,0.0,0.0,0.93556,0.0,0.0,0.0,0.041,0.161,1,1,1.0
480039502006,889,344,0.15073,0.13953,0.05096,74000,0.19808,0.31977,0.0,0.07199,0.63105,0.04,0.0,0.0,0.10417,0.59168,0.89063,0.13953,0.0,0.13953,0.774,0.648,4,4,1.0
480039503001,2157,582,0.14844,0.03952,0.06104,122300,0.35618,0.06186,0.26632,0.12425,0.83125,0.09105,0.58257,0.00371,0.11009,0.4779,0.69266,0.0,0.0,0.18213,0.768,0.644,4,4,1.0
480039503003,460,164,0.05652,0.10976,0.04831,180900,0.2782,0.21951,0.0,0.08478,0.61957,0.09976,0.088,0.0,0.344,0.67609,0.876,0.0,0.0,0.31098,0.64,0.565,3,3,1.0
480039504001,2478,572,0.01614,0.04196,0.02203,118800,0.30455,0.18007,0.07517,0.04399,0.67353,0.09329,0.59327,0.0,0.12538,0.04399,0.5841,0.05594,0.0,0.12413,0.552,0.514,3,3,1.0
480039504002,939,237,0.01278,0.0,0.00253,154300,0.19163,0.1308,0.07595,0.06283,0.50479,0.0,0.50962,0.0,0.24038,0.25133,0.84936,0.0,0.0,0.09705,0.193,0.311,1,1,1.0
480050001021,1847,676,0.06659,0.05473,0.01083,259500,0.13649,0.16124,0.4142,0.05468,0.07688,0.0,0.50584,0.0,0.12322,0.3817,0.38392,0.05473,0.0,0.0932,0.618,0.551,3,3,1.0
480050001022,1427,599,0.07148,0.0,0.02817,338900,0.07685,0.22538,0.10017,0.07498,0.1787,0.03939,0.20908,0.0,0.17607,0.16118,0.6121,0.14858,0.0,0.11853,0.545,0.51,3,3,1.0
480050001023,1809,652,0.06523,0.01227,0.01089,9999,0.0159,0.25153,0.09202,0.0492,0.08845,0.0,0.01664,0.0,0.01362,0.04035,0.51437,0.01227,0.0,0.03221,0.221,0.331,1,1,1.0
480050001031,1116,409,0.06272,0.0,0.05442,183100,0.10397,0.52078,0.05868,0.0,0.34229,0.01165,0.142,0.0,0.182,0.01254,1.0,0.03667,0.0,0.32274,0.412,0.44,2,2,1.0
480050001032,2533,612,0.3332,0.0,0.05551,151200,0.29572,0.13725,0.25163,0.06435,0.0529,0.0,0.30265,0.167,0.14644,0.0128,0.79079,0.02288,0.01993,0.1683,0.712,0.608,3,3,1.0
480050001041,498,266,0.24699,0.0,0.0,-1,0.05215,0.04135,0.22556,0.0,0.0,0.0,0.30447,0.0,0.25698,0.07229,0.79888,0.13534,0.0,0.32707,0.277,0.366,2,2,1.0
480050001042,2016,783,0.04216,0.02937,0.04188,177300,0.13215,0.20434,0.10856,0.04514,0.09573,0.0,0.40103,0.0,0.19692,0.19296,0.64718,0.0,0.0,0.11367,0.294,0.376,2,2,1.0
480050002011,649,334,0.0,0.0,0.0,213700,0.0,0.37725,0.0,0.0,0.2604,0.08012,0.25178,0.0,0.20665,0.22188,0.962,0.04192,0.0,0.32036,0.274,0.364,2,2,1.0
480050002012,278,134,0.15108,0.15672,0.0,90800,0.30093,0.42537,0.0,0.0,0.34892,0.06475,0.0,0.0,0.0,0.34532,0.50746,0.0,0.0,0.13433,0.251,0.349,2,2,1.0
480050002013,1582,681,0.19216,0.02349,0.07732,140100,0.17844,0.29515,0.0837,0.04046,0.18268,0.05665,0.34252,0.00316,0.1063,0.23462,0.89239,0.0,0.0,0.15272,0.554,0.515,3,3,1.0
480050002021,1612,495,0.01861,0.0,0.0,205000,0.20894,0.2,0.13939,0.05397,0.3964,0.0459,0.28799,0.0,0.12544,0.26427,0.65194,0.0,0.0,0.14343,0.274,0.364,2,2,1.0
480050002022,1095,347,0.22805,0.04899,0.08782,100900,0.24468,0.25937,0.1902,0.04658,0.21918,0.01628,0.29847,0.0,0.1148,0.0411,0.75,0.0,0.0,0.13833,0.523,0.498,3,3,1.0
480050002023,934,276,0.24839,0.13768,0.01185,-1,0.26638,0.27899,0.21739,0.12527,0.43469,0.04529,0.59026,0.0,0.20917,0.3758,0.58453,0.05435,0.0,0.10145,0.877,0.728,4,4,1.0
480050003011,2051,662,0.21711,0.0,0.13032,89300,0.12681,0.13595,0.16767,0.06728,0.49927,0.01411,0.36286,0.0,0.05429,0.16333,0.87857,0.06495,0.03297,0.06647,0.69,0.594,3,3,1.0
480050003012,1032,470,0.31809,0.0,0.13287,69600,0.11398,0.47234,0.23404,0.03779,0.15891,0.0,0.42017,0.01744,0.21008,0.38462,0.82857,0.0617,0.0,0.13404,0.738,0.625,3,3,1.0
480050003013,2349,852,0.07851,0.03286,0.02491,-1,0.11119,0.26408,0.14437,0.07918,0.32822,0.00925,0.38751,0.0,0.08288,0.26564,0.74489,0.0,0.0,0.04108,0.449,0.46,2,2,1.0
480050003021,1597,657,0.02567,0.01218,0.00749,86700,0.02613,0.27397,0.07915,0.03757,0.45398,0.14053,0.11266,0.0,0.08623,0.24358,0.58971,0.0,0.0,0.00304,0.231,0.337,1,1,1.0
480050003022,1725,808,0.18029,0.01361,0.07762,90000,0.16493,0.24257,0.1745,0.0429,0.37043,0.0218,0.27683,0.0,0.01463,0.57681,0.55488,0.03465,0.0,0.0099,0.671,0.583,3,3,1.0
480050003023,1027,397,0.07011,0.0,0.05263,73200,0.12679,0.15869,0.20403,0.19279,0.54041,0.0,0.63387,0.0,0.09153,0.78481,0.93364,0.10831,0.0,0.06549,0.748,0.631,3,3,1.0
480050003024,1505,447,0.0,0.0,0.0,124700,0.02594,0.217,0.05369,0.01196,0.09834,0.0,0.16107,0.0,0.0,0.22525,0.37584,0.03132,0.0,0.03132,0.091,0.227,1,1,1.0
480050004001,640,245,0.03438,0.0,0.08191,88500,0.48804,0.10204,0.21224,0.0,0.94688,0.02656,0.0,0.0,0.0,0.40938,1.0,0.18367,0.0,0.12653,0.545,0.51,3,3,1.0
480050004002,2230,1016,0.11005,0.02756,0.02843,211200,0.25164,0.35039,0.19094,0.00942,0.28924,0.02445,0.21315,0.0861,0.04601,0.64622,0.81033,0.03248,0.0,0.06791,0.743,0.628,3,3,1.0
480050004003,983,422,0.18718,0.03555,0.04804,103600,0.2284,0.29621,0.17062,0.05392,0.36216,0.02688,0.0,0.04985,0.17578,0.52141,0.95508,0.17062,0.0,0.15166,0.891,0.739,4,4,1.0
480050004004,868,349,0.18982,0.24928,0.0,93100,0.45568,0.32665,0.0086,0.07719,0.70046,0.06492,0.0,0.16244,0.37004,0.33425,0.95126,0.57593,0.0,0.54728,0.886,0.735,4,4,1.0
480050005001,677,242,0.22997,0.0,0.18919,86900,0.44239,0.38017,0.32231,0.0,0.99261,0.11669,0.0,0.01182,0.16552,0.63976,0.89655,0.0,0.0,0.21488,0.649,0.57,3,3,1.0
480050006003,1922,506,0.26223,0.0,0.03796,82700,0.4538,0.03953,0.21937,0.05047,0.87669,0.17589,0.35218,0.0,0.18255,0.35224,0.93538,0.04743,0.0,0.09881,0.676,0.586,3,3,1.0
480050006004,1747,407,0.3662,0.0,0.04107,150500,0.38564,0.17936,0.16216,0.0,0.77733,0.0727,0.05149,0.18718,0.19406,0.56268,0.88713,0.0,0.0,0.16462,0.475,0.473,2,2,1.0
480050007001,1773,509,0.24027,0.00982,0.23138,110100,0.07867,0.05305,0.11002,0.24309,0.43768,0.03279,0.0,0.0,0.08618,0.78398,0.85278,0.08251,0.0,0.04322,0.777,0.65,4,4,1.0
480050007002,1100,279,0.27543,0.07885,0.17299,109000,0.35038,0.1828,0.09677,0.25182,0.87455,0.23086,0.0,0.05273,0.11987,0.31382,1.0,0.07885,0.0,0.10753,0.934,0.776,4,4,1.0
480050008001,833,343,0.10564,0.0,0.0,92000,0.25206,0.37901,0.07289,0.01681,0.60744,0.0,0.0,0.0,0.27789,0.14886,0.85263,0.04956,0.0,0.16327,0.296,0.377,2,2,1.0
480050008002,1174,488,0.27342,0.0,0.10206,-1,0.0625,0.09016,0.22951,0.03663,0.44974,0.01326,0.0,0.0,0.14536,0.47615,0.95096,0.0,0.0,0.02869,0.305,0.382,2,2,1.0
480050008003,744,285,0.53091,0.0,0.0,113500,0.46809,0.17895,0.52281,0.2043,0.74597,0.13007,0.15057,0.0336,0.19034,0.53408,1.0,0.0,0.0,0.25614,0.705,0.603,3,3,1.0
480050008004,1561,535,0.06022,0.02617,0.12254,-1,0.03015,0.38879,0.13271,0.05509,0.18129,0.0,0.0,0.03716,0.03255,0.12774,0.85533,0.0,0.0,0.02617,0.33,0.397,2,2,1.0
480050008005,1110,354,0.00631,0.0,0.23633,126100,0.23816,0.22599,0.09887,0.06396,0.56667,0.04042,0.07062,0.0,0.0,0.18108,0.96893,0.0,0.0,0.16667,0.354,0.409,2,2,1.0
480050009021,459,249,0.13889,0.0,0.08664,92400,0.07755,0.07229,0.08434,0.01961,0.31373,0.0,0.07477,0.21569,0.2243,0.90833,0.7134,0.08434,0.0,0.05221,0.465,0.468,2,2,1.0
480050009022,2715,1145,0.08372,0.01485,0.12492,92500,0.03222,0.16507,0.06026,0.05709,0.42357,0.03203,0.0,0.0453,0.17862,0.66319,0.92611,0.02009,0.01933,0.07773,0.771,0.646,4,4,1.0
480050009023,559,289,0.05725,0.0,0.0,31500,0.05333,0.63668,0.0,0.0,0.28444,0.05546,0.12258,0.0,0.06774,0.07156,0.78387,0.02768,0.0,0.04844,0.185,0.305,1,1,1.0
480050009031,1960,720,0.0648,0.0,0.021,168400,0.08086,0.24583,0.11667,0.04541,0.56173,0.00534,0.0,0.00408,0.0,0.31199,0.87639,0.0,0.0,0.01944,0.194,0.312,1,1,1.0
480050009032,1261,532,0.25218,0.08083,0.0,53700,0.15479,0.49436,0.0,0.04758,0.40999,0.0,0.0,0.00793,0.13776,0.41647,0.7423,0.20113,0.0,0.25188,0.657,0.574,3,3,1.0
480050009041,1924,679,0.03832,0.01915,0.0,156000,0.06884,0.10604,0.10309,0.11798,0.50156,0.0,0.0,0.00676,0.01879,0.29513,0.95954,0.06775,0.0,0.08689,0.505,0.489,3,3,1.0
480050009042,1486,479,0.3331,0.0,0.16024,126000,0.13348,0.36534,0.09603,0.12921,0.62315,0.0541,0.0,0.01817,0.23726,0.4366,0.94427,0.05846,0.0,0.03758,0.802,0.668,4,4,1.0
480050010011,1194,476,0.17538,0.07143,0.08567,66100,0.37895,0.2584,0.02101,0.0,0.67253,0.14154,0.03952,0.05444,0.18213,0.14172,1.0,0.07563,0.0,0.07143,0.732,0.621,3,3,1.0
480050010012,2350,381,0.51581,0.0,0.06754,211200,0.28833,0.1706,0.49606,0.08298,0.78766,0.05986,0.04988,0.43489,0.09501,0.69127,0.8361,0.42257,0.0,0.34646,0.934,0.776,4,4,1.0
480050010014,752,287,0.0359,0.0,0.08815,77900,0.12955,0.35192,0.07666,0.09707,0.22074,0.0,0.28571,0.0,0.26786,0.01862,0.52041,0.03484,0.0,0.16376,0.473,0.472,2,2,1.0
480050010021,1593,492,0.19066,0.01626,0.09646,204000,0.28438,0.26829,0.17683,0.18142,0.71563,0.10736,0.18533,0.00439,0.05019,0.34615,0.89575,0.01626,0.0,0.21545,0.894,0.742,4,4,1.0
480050010022,847,266,0.30697,0.06015,0.03077,-1,0.24899,0.10902,0.16165,0.04959,0.42857,0.14907,0.35043,0.0,0.24217,0.17473,0.65527,0.0,0.0,0.01504,0.499,0.486,2,2,1.0
480050010023,1482,592,0.09784,0.03041,0.06286,209400,0.11532,0.45777,0.08108,0.0641,0.31714,0.00216,0.45649,0.0054,0.15549,0.12687,0.8117,0.00676,0.0,0.06419,0.646,0.568,3,3,1.0
480050011011,1551,541,0.05222,0.0,0.0,175000,0.12063,0.17375,0.15527,0.07608,0.22824,0.01605,0.11344,0.00709,0.05585,0.1461,0.76265,0.0,0.0,0.01848,0.236,0.34,1,1,1.0
480050011012,2034,726,0.14208,0.0,0.05476,157000,0.10223,0.41322,0.12534,0.02016,0.06244,0.0,0.21744,0.0,0.15581,0.14356,0.70581,0.01791,0.0,0.08127,0.33,0.397,2,2,1.0
480050011021,1174,457,0.1184,0.0,0.15266,201400,0.15366,0.20788,0.05033,0.0,0.07411,0.0,0.16874,0.0,0.18828,0.17632,0.57726,0.11816,0.0,0.11816,0.354,0.409,2,2,1.0
480050011022,1196,429,0.16221,0.0,0.13105,155400,0.16237,0.28438,0.04429,0.02843,0.16639,0.0,0.31864,0.0,0.14028,0.05435,0.80361,0.06527,0.0,0.15385,0.377,0.422,2,2,1.0
480050011023,895,319,0.12951,0.0,0.04235,83600,0.16333,0.66771,0.08464,0.02346,0.21788,0.0,0.07386,0.10279,0.09375,0.46077,0.98011,0.09091,0.0,0.31661,0.66,0.576,3,3,1.0
480050012001,400,169,0.0275,0.0,0.13793,194700,0.14242,0.68639,0.08876,0.0,0.025,0.0,0.31045,0.0,0.49552,0.21,0.84179,0.0,0.0,0.25444,0.277,0.366,2,2,1.0
480050012002,984,398,0.29878,0.0201,0.12224,235200,0.24438,0.18593,0.18844,0.07012,0.03963,0.0,0.2013,0.0,0.13853,0.18598,0.80519,0.0603,0.0,0.25377,0.727,0.618,3,3,1.0
480050012003,271,130,0.12915,0.06154,0.0,119900,0.0251,0.66154,0.0,0.0,0.0,0.0,0.19024,0.0,0.36585,0.18081,0.90732,0.11538,0.0,0.11538,0.426,0.447,2,2,1.0
480050012004,567,257,0.16755,0.02724,0.07092,543700,0.09814,0.42412,0.24125,0.02116,0.02822,0.0,0.54,0.0,0.486,0.15873,0.686,0.0,0.0,0.2607,0.49,0.481,2,2,1.0
480050012005,158,66,0.24051,0.0,0.0,196400,0.16031,0.0,0.16667,0.06329,0.0,0.0,0.47648,0.0,0.86503,0.31013,0.74029,0.0,0.0,0.0,0.148,0.279,1,1,1.0
480050013001,817,317,0.22399,0.04416,0.0,160800,0.09245,0.17981,0.19558,0.0306,0.07589,0.0,0.48196,0.0,0.18299,0.20318,0.57216,0.0,0.0,0.03785,0.26,0.355,2,2,1.0
480050013002,2272,929,0.12852,0.02799,0.03951,332200,0.16052,0.16792,0.13994,0.07306,0.04137,0.0,0.14896,0.0,0.1186,0.58495,0.87097,0.06781,0.0,0.17869,0.723,0.615,3,3,1.0
480050013003,606,264,0.0,0.0,0.0,225400,0.16015,0.36742,0.0,0.0297,0.20627,0.0,0.43939,0.0,0.0,0.0,0.43939,0.0,0.0,0.11364,0.046,0.17,1,1,1.0
480050013004,1604,671,0.32861,0.04769,0.23176,168600,0.18158,0.55291,0.16841,0.12594,0.0212,0.0,0.4297,0.0,0.33564,0.14713,0.61485,0.0,0.0,0.23249,0.695,0.597,3,3,1.0
480079502001,860,421,0.20233,0.0,0.02477,146200,0.00498,0.54394,0.07601,0.12907,0.19767,0.0,0.0,0.0,0.3264,0.21512,0.864,0.0,0.0,0.07363,0.276,0.365,2,2,1.0
480079502002,250,150,0.052,0.0,0.0,68600,0.0,0.48,0.04667,0.0,0.016,0.012,0.0,0.0,0.83713,0.184,0.88165,0.09333,0.0,0.12,0.235,0.339,1,1,1.0
480079504001,1047,353,0.38767,0.0,0.06444,41900,0.25938,0.16714,0.20113,0.09456,0.55969,0.01055,0.37678,0.0,0.28106,0.05158,0.64969,0.19263,0.0,0.11048,0.726,0.617,3,3,1.0
480079505011,1350,414,0.36,0.0,0.21107,179900,0.22316,0.42271,0.02657,0.08963,0.18963,0.0,0.32242,0.0,0.32242,0.04148,0.59411,0.11594,0.0,0.18116,0.619,0.552,3,3,1.0
480079505033,925,353,0.07351,0.06232,0.0,150200,0.13597,0.40793,0.02833,0.05081,0.23135,0.0,0.10598,0.0,0.52038,0.10054,0.69701,0.0,0.0,0.03683,0.226,0.334,1,1,1.0
480039503002,2367,815,0.12026,0.0,0.03151,119600,0.30928,0.23681,0.19264,0.06126,0.65019,0.09721,0.27614,0.0,0.07386,0.28813,0.85227,0.03313,0.0,0.10307,0.653,0.572,3,3,1.0
480050005002,1703,679,0.38168,0.11487,0.06283,177000,0.13458,0.24742,0.21502,0.05813,0.76218,0.0,0.09536,0.0,0.10066,0.63535,0.9245,0.21208,0.0,0.29602,0.917,0.762,4,4,1.0
480050005003,735,229,0.30884,0.19214,0.14981,78400,0.13131,0.36681,0.27948,0.08707,0.97279,0.02683,0.08219,0.0,0.21575,0.78639,0.88356,0.0655,0.0,0.22271,0.973,0.835,4,4,1.0
480050006001,1522,462,0.14158,0.0,0.07317,76600,0.07056,0.30303,0.35065,0.0565,0.79435,0.04248,0.0,0.06373,0.13321,0.33544,0.97749,0.0,0.05108,0.13636,0.814,0.677,4,4,1.0
480050006002,1252,316,0.33786,0.03481,0.02536,-1,0.27982,0.23101,0.30063,0.18211,0.95527,0.09766,0.0,0.0,0.0,0.47125,1.0,0.03481,0.0,0.0981,0.84,0.698,4,4,1.0
480050005004,907,274,0.54961,0.09854,0.03727,76000,0.2807,0.14234,0.51095,0.11907,0.87211,0.09011,0.0,0.01103,0.11897,0.58305,0.90675,0.12044,0.0,0.17518,0.96,0.81,4,4,1.0
480050007003,1021,416,0.34574,0.07452,0.1875,129600,0.27811,0.20433,0.22596,0.05779,0.84427,0.08316,0.03908,0.0,0.04368,0.62684,0.72644,0.0601,0.0,0.16106,0.904,0.75,4,4,1.0
480050010013,824,195,0.15336,0.07692,0.06032,99400,0.09602,0.31795,0.2,0.16141,0.23422,0.01302,0.50169,0.0,0.33898,0.06553,0.81017,0.04103,0.0,0.08205,0.786,0.656,4,4,1.0
480079501011,565,310,0.18761,0.06774,0.0,151400,0.0,0.62903,0.0,0.0,0.11681,0.0,0.09879,0.02478,0.375,0.0,0.75,0.0,0.0,0.14516,0.2,0.316,1,1,1.0
480079501023,978,434,0.09202,0.04839,0.1138,179300,0.09673,0.59677,0.01152,0.0,0.25153,0.01943,0.05109,0.0,0.63652,0.34969,0.71692,0.03917,0.0,0.09677,0.595,0.537,3,3,1.0
480079505031,623,322,0.06581,0.0,0.03793,56600,0.29167,0.59627,0.01863,0.02729,0.30819,0.0198,0.28935,0.0,0.25463,0.0321,0.66667,0.0,0.0,0.27019,0.263,0.357,2,2,1.0
