BG2020,U202020010,U202020013,U202020020,U202020031,U202020033,U202020040,U202020070,U202021010,U202030020,U202030030,U202033010,U202060021,U202060022,U202060023,U202060024,U202062010,U202065010,U202065015,U202065017,U202070010,U202070030,U202070040,U202070060,U202072010,U202020050,U202081021,U202081022,U202090012
484790019003,0.79026,0.83621,0.1875,-9939,-0.0,-71328,236,0.7747,1.20225,78.3,,0.0,0.02247,0.0,0.86142,0.48315,0.42697,0.02155,0.0,0.0,0.35376,1.0,1.04,0.7931,0.31692,0.53846,0.0,1.0
481130166351,0.32397,0.85294,0.45,-16472,-0.0,-208910,792,0.14419,1.76966,74.1,,0.0,0.94382,0.0,0.02809,0.0,0.84457,0.0,1.0,0.0,0.05179,1.0,1.12,0.41597,0.19879,0.0,0.0,0.99995
480610140012,0.72041,0.64715,0.0,-8749,-0.0,-49878,270,0.74402,1.03776,53.4,0.37931,0.0,0.0,0.0,1.0,0.55789,0.53776,0.03577,0.45635,0.0,0.04206,0.95285,1.59,0.66829,0.22415,0.52381,0.12302,0.99989
481130162031,0.48011,0.4269,0.50242,-15051,-0.0,-133834,973,0.56322,1.17241,50.0,,0.0,0.35279,0.04775,0.51989,0.55172,0.7374,0.0,0.27184,0.0,0.10236,1.0,1.1,0.8655,0.27012,0.33981,0.0,0.99984
482150205072,0.86572,0.72857,0.0,0,-0.0,-87253,1011,0.8,1.0318,57.0,1.0,0.0,0.0,0.0,1.0,0.67138,0.67138,0.72857,1.0,0.0,0.0,0.0,2.02,0.0,0.30998,0.0,0.0,0.99978
481410028004,0.71856,0.48611,0.0,-9358,-0.0,-79763,459,0.71384,0.94611,66.0,0.5,0.0,0.0,0.0,1.0,0.58084,0.41916,0.06944,0.35135,0.0,0.13944,0.96296,1.55,0.3287,0.431,0.16216,0.48649,0.99973
483750147012,0.08668,0.8917,0.0,-26626,-0.0,-119090,766,0.19896,1.58908,83.1,,0.0,0.04031,0.0,0.09753,0.0104,0.70091,0.0,0.8209,0.0,0.149,0.95668,1.12,0.48014,0.15664,0.0,0.0,0.99967
482012205003,0.35085,0.69025,0.05952,-14333,-0.0,-137900,372,0.49569,1.15637,68.2,1.0,0.0,0.30092,0.02234,0.49671,0.20105,0.54665,0.03633,0.12025,0.0,0.07923,0.91396,1.46,0.63289,0.24369,0.24051,0.51899,0.99962
482150205071,0.10446,0.92661,0.0,-9666,-0.0,-32600,785,0.96913,1.05571,22.2,1.0,0.0,0.0,0.0,0.24164,0.45961,0.61978,0.47095,0.51724,0.0,0.0,0.47095,4.39,0.21407,0.30998,0.46552,0.0,0.99957
484391217023,0.43701,0.72941,0.08638,-15563,-0.0,-104166,734,0.27923,1.24728,66.3,1.0,0.0,0.4339,0.0,0.4028,0.2199,0.69829,0.18118,0.46909,0.0,0.04494,1.0,1.51,0.42824,0.25962,0.36727,0.25455,0.99951
481410019003,0.78632,0.54861,0.17063,-7945,-0.0,-64999,335,0.61004,0.87714,52.8,0.45349,0.0,0.0,0.0,1.0,0.56303,0.5609,0.25231,0.73206,0.0,0.2354,0.94676,2.17,0.52315,0.37427,0.57895,0.06699,0.99946
483550064002,0.8087,0.7027,0.0,-9495,-0.0,-144736,536,0.87826,1.15652,68.4,,0.0,0.85217,0.0,0.14783,0.0,0.55652,0.06757,1.0,0.0,0.54601,1.0,1.55,0.55405,0.0638,0.0,0.0,0.9994
485079503022,0.37374,0.60417,0.0,-14284,-0.0,-79500,867,0.57447,1.30808,76.4,1.0,0.0,0.0,0.0,1.0,0.05556,0.72727,0.13889,0.88136,0.09722,0.0,0.18056,1.38,0.07639,0.13842,0.69492,0.0,0.99935
480610136004,0.17733,0.86864,0.0,-13035,-0.0,-41900,244,0.47849,1.07482,61.4,0.80556,0.0,0.0,0.00182,0.88321,0.46481,0.57847,0.24153,0.46429,0.0,0.20539,0.41525,2.3,0.0678,0.23899,0.44643,0.03571,0.99929
482150205052,0.38743,0.48276,0.0,-15442,-0.02069,-17300,329,0.69623,1.08028,53.1,1.0,0.0,0.0,0.0,0.77312,0.38561,0.64747,0.26207,0.6044,0.68373,0.12651,0.41724,1.98,0.16207,0.2902,0.58791,0.0,0.99924
482150242071,0.48447,0.65693,0.0,-16176,-0.0,-73400,634,0.39423,1.40062,65.2,0.60656,0.0,0.04814,0.0,0.6382,0.25341,0.68012,0.13504,0.57609,0.17718,0.17718,0.13504,2.35,0.0,0.28372,0.40217,0.0,0.99919
482150230002,0.51966,0.65493,0.06145,-16099,-0.03873,-74000,330,0.48984,1.18118,38.0,0.0,0.0,0.02247,0.0,0.79073,0.09165,0.74017,0.0,0.29762,0.19355,0.08387,0.7993,2.51,0.40493,0.21951,0.14286,0.27381,0.99913
481410104102,0.16258,0.76022,0.0798,-15007,-0.0,-108300,749,0.63247,1.08678,41.7,0.44444,0.0,0.0,0.0,1.0,0.39742,0.70131,0.43324,0.86721,0.15803,0.04922,0.14986,2.7,0.07629,0.26484,0.271,0.04878,0.99908
481410040041,0.37849,0.76026,0.0,-15835,-0.0,-96200,888,0.47315,1.18798,65.0,0.78571,0.0,0.0,0.0,0.97629,0.40109,0.61473,0.15767,0.51821,0.0,0.05317,0.08639,2.55,0.23326,0.21699,0.18207,0.02801,0.99902
482150211003,0.2859,0.58647,0.01471,-12161,-0.0,-33400,646,0.63529,1.00117,47.3,0.56637,0.0,0.0,0.0,1.0,0.4375,0.59064,0.19549,0.47761,0.0,0.28877,0.53383,2.91,0.17293,0.38207,0.41294,0.02736,0.99897
482150241073,0.2411,0.68,0.0,-13259,-0.0,-39400,591,0.47689,1.08738,54.7,0.41509,0.0,0.0,0.0,0.78641,0.494,0.63107,0.20571,0.44186,0.67401,0.22907,0.45143,3.53,0.0,0.37208,0.4186,0.14535,0.99891
483779502002,0.34728,0.58394,0.27649,-11655,-0.0,-48400,388,0.69957,0.94639,53.8,0.0,0.0,0.0,0.05077,0.91186,0.44118,0.53737,0.09124,0.36485,0.20586,0.2529,0.62774,2.25,0.06478,0.2833,0.13182,0.03995,0.99886
480291910065,0.22756,0.67949,0.0,-24865,-0.0,-101700,975,0.33408,1.15866,68.8,0.0,0.0,0.02088,0.0,0.97912,0.37996,0.59499,0.05769,0.2043,0.0,0.12605,0.5641,1.54,0.17628,0.28289,0.05376,0.16667,0.99881
481410103653,0.39295,0.4359,0.37748,-10173,-0.0,-98200,930,0.53745,0.97128,52.1,0.42623,0.0,0.0,0.0,1.0,0.51296,0.72193,0.11111,0.62766,0.37179,0.0,0.41453,3.27,0.32906,0.35318,0.0,0.0,0.99875
480850309031,0.12693,0.77635,0.12963,-27139,-0.0,-309170,1013,0.03878,1.54645,75.3,,0.0,0.09191,0.05694,0.00999,0.0,0.76623,0.0,0.85106,0.03996,0.13651,0.98201,1.16,0.35604,0.26593,0.12766,0.0,0.9987
482150220084,0.28975,0.6831,0.0,-12013,-0.0,-52600,532,0.66275,1.0208,62.9,0.0,0.0,0.0,0.0,0.85141,0.23041,0.47548,0.0,0.0,0.60991,0.12074,0.23592,2.37,0.0,0.38408,0.0,0.48598,0.99864
480479501002,0.3125,0.79907,0.0,-21421,-0.0,-62900,478,0.59459,1.05625,66.6,0.0,0.0,0.0,0.0,0.975,0.38438,0.40938,0.0,0.65455,0.2231,0.43832,0.38318,1.5,0.08411,0.27039,0.65455,0.21818,0.99859
483239505002,0.61467,0.72708,0.05215,-18112,-0.05,-93900,232,0.50665,1.02698,47.6,0.0,0.0,0.0,0.0,0.98651,0.2848,0.63997,0.03125,0.58612,0.0,0.02637,0.43542,2.46,0.31458,0.29371,0.12679,0.02871,0.99853
482150221072,0.17784,0.77273,0.0,-20219,-0.0,-14400,241,0.12887,1.49485,72.8,,0.0,0.0,0.0,0.15464,0.07732,0.70103,0.04167,0.85714,0.91597,0.2605,0.18561,1.47,0.0,0.2479,0.85714,0.0,0.99848
484279507011,0.48372,0.55211,0.1963,-9813,-0.0,-54000,355,0.53019,0.9586,43.3,0.5,0.0,0.0,0.0,1.0,0.52313,0.56326,0.28451,0.53628,0.07425,0.17633,0.59577,3.03,0.38732,0.31806,0.41947,0.10973,0.99843
481410039053,0.21046,0.73507,0.25301,-14609,-0.0,-65700,269,0.68297,0.93222,41.1,0.0,0.0,0.0,0.0,1.0,0.40755,0.52794,0.04478,0.28226,0.0,0.04286,0.40672,3.14,0.39925,0.26171,0.23387,0.0,0.99837
481410022023,0.67035,0.6,0.27083,-33511,-0.02963,-111144,472,0.59626,0.90708,56.2,0.0,0.0,0.0,0.0,0.94469,0.52434,0.52655,0.14074,0.57143,0.08276,0.06897,0.91481,1.67,0.3,0.29525,0.49286,0.06429,0.99832
482150205131,0.65411,0.44061,0.0,-8864,-0.0,-89890,944,0.60682,0.93445,55.0,0.64,0.0,0.0,0.0,1.0,0.60264,0.52859,0.51341,0.35616,0.0,0.0,0.26437,2.75,0.10345,0.46033,0.07306,0.15525,0.99826
481410033002,0.36592,0.53075,0.04851,-10498,-0.0,-94200,234,0.56494,0.91942,60.1,0.0,0.0,0.0,0.0,1.0,0.37736,0.54029,0.02961,0.48627,0.07055,0.22575,0.67426,1.72,0.40774,0.19172,0.40392,0.0,0.99821
481410028005,0.35781,0.55779,0.01458,-12166,-0.0,-56400,601,0.67862,0.80869,60.1,0.21667,0.0,0.0,0.0,1.0,0.48294,0.44364,0.09799,0.2426,0.0,0.04785,0.41457,2.43,0.39196,0.431,0.26923,0.04734,0.99815
481130181294,0.0,0.76324,0.22069,-32065,-0.03115,-162259,1491,0.15564,1.3796,77.5,,0.0,0.21906,0.0,0.05853,0.01505,0.72575,0.06231,0.74336,0.0,0.24113,0.90654,1.26,0.39564,0.24825,0.0708,0.25664,0.9981
483239502071,0.73239,0.64262,0.43077,-12441,-0.0,-73400,969,0.84286,0.92254,62.7,1.0,0.0,0.0,0.0,1.0,0.33627,0.44894,0.22951,0.0,0.14412,0.10294,0.0,1.86,0.0,0.30465,0.0,0.0,0.99805
481410020001,0.60045,0.49231,0.0,-9494,-0.0,-91000,342,0.51073,0.95937,39.2,0.87342,0.0,0.0,0.0,0.94357,0.34742,0.62302,0.4,0.63636,0.0,0.0,0.76923,2.27,0.42564,0.28207,0.12121,0.08333,0.99799
484530023271,0.55255,0.66477,0.0,-9134,-0.0,-230927,1097,0.51046,0.98799,50.3,0.0,0.0,0.0,0.0,0.64865,0.17417,0.63664,0.0,0.0,0.0,0.12,0.18182,1.89,0.66477,0.23358,0.66304,0.33696,0.99794
481410103663,0.0,0.47568,0.0,-48482,-0.0,-141400,974,0.42105,1.21826,58.1,,0.0,0.0,0.0,0.7689,0.3766,0.84165,0.0,0.7225,0.08108,0.0,0.0,1.26,0.0,0.19802,0.0,0.0,0.99788
482150236013,0.85423,0.19708,0.05426,-8580,-0.0,-79519,774,0.49042,0.97668,40.5,0.0,0.0,0.0,0.0,0.91545,0.41983,0.74927,0.0,0.29508,0.0,0.0,0.79562,2.23,0.0,0.312,0.40984,0.35246,0.99783
482150207291,0.48567,0.46636,0.13253,-9478,-0.0,-47600,392,0.65182,0.82884,42.4,0.54887,0.0,0.0,0.0,0.95278,0.4632,0.56492,0.21346,0.33681,0.0,0.09072,0.53828,2.75,0.3109,0.35998,0.1875,0.03472,0.99777
484790019001,0.57407,0.54545,0.10638,-13163,-0.0,-72212,498,0.29688,1.07672,40.1,0.82258,0.0,0.0,0.0,1.0,0.48667,0.66138,0.32955,0.7381,0.04878,0.14146,0.65341,2.15,0.06818,0.31692,0.15079,0.1746,0.99772
481410020003,0.58242,0.38008,0.3622,-6763,-0.0,-85237,320,0.72251,0.7551,42.7,0.62722,0.0,0.0,0.0,0.99686,0.44895,0.52983,0.21545,0.30247,0.0,0.08037,0.94715,2.59,0.39837,0.28207,0.4537,0.16049,0.99767
482150201062,0.0,1.0,0.75,-36361,-0.04211,-107700,538,0.13629,1.5758,77.3,,0.0,0.0,0.0,0.0291,0.0,0.5758,0.0,0.0,0.7471,0.50968,0.21053,1.72,0.0,0.262,0.0,0.0,0.99761
481410019001,0.86653,0.375,0.31852,-5038,-0.0,-82777,487,0.62249,0.85421,26.4,0.17647,0.01437,0.15811,0.0,0.80903,0.52969,0.51951,0.065,0.53261,0.0,0.20319,1.0,2.44,0.545,0.37427,0.5,0.17391,0.99756
480610139021,0.191,0.76033,0.01515,-26306,-0.0,-56500,726,0.333,1.13181,57.0,0.34444,0.0,0.0,0.0,1.0,0.24121,0.68035,0.06777,0.72692,0.0,0.0861,0.15868,2.09,0.05785,0.3178,0.11154,0.03333,0.9975
482150219052,0.57292,0.89831,0.0,-15665,-0.0,-22700,666,0.25,0.98958,64.3,,0.0,0.0,0.0,0.3125,0.3125,0.61111,0.0,0.5,1.0,0.40604,0.51977,1.63,0.0,0.41463,0.5,0.0,0.99745
482619501001,0.02046,0.5969,0.0,-15058,-0.0,-82584,509,0.78148,0.97187,41.2,0.0,0.0,0.0,0.00256,0.96675,0.26959,0.50639,0.30233,0.35065,0.04977,0.41629,0.7907,2.99,0.0,0.27366,0.24026,0.09091,0.99739
481130205001,0.68606,0.58308,0.0,-8305,-0.0,-153056,435,0.43211,0.91275,53.7,1.0,0.0,0.51426,0.06208,0.35403,0.17282,0.60067,0.11178,0.69898,0.0,0.0,0.98489,1.38,0.63897,0.23489,0.29592,0.26531,0.99734
482150242083,0.10487,0.96178,0.0,-24448,-0.0,-79525,688,0.13858,1.52996,77.6,,0.0,0.0,0.0,0.0,0.0,0.52996,0.0,1.0,0.40541,0.43423,0.0414,1.7,0.05096,0.41947,0.0,0.0,0.99729
481410021002,0.46341,0.4594,0.09969,-14094,-0.0,-47900,242,0.58849,0.68758,58.3,0.0,0.0,0.01469,0.0,0.97463,0.51802,0.40053,0.08353,0.31142,0.0,0.25303,0.88631,1.63,0.54756,0.38031,0.3045,0.08651,0.99723
482150242042,0.09119,0.91827,0.0,-27811,-0.0,-41800,381,0.11246,1.5228,75.0,,0.00304,0.0,0.0,0.03951,0.0,0.5228,0.0,0.0,0.90816,0.29252,0.17788,1.58,0.0,0.33981,0.0,0.0,0.99718
482150242072,0.0,1.0,,-18471,-0.0,-83806,572,0.60656,0.92623,80.4,,0.0,0.0,0.0,0.39344,0.39344,0.31967,0.0,,0.73817,0.72555,0.0,1.4,0.0,0.28372,,,0.99712
481410032003,0.16257,0.40928,0.02395,-24946,-0.02532,-75000,648,0.55076,1.04348,57.5,1.0,0.0,0.0,0.0,0.99244,0.3535,0.6276,0.18987,0.74233,0.0,0.16842,0.35865,2.23,0.19409,0.26083,0.6135,0.0,0.99707
482150241192,0.74561,0.44615,0.62903,-6318,-0.0,-142202,613,0.43939,0.99781,15.8,0.8125,0.0,0.0,0.0,1.0,0.28235,0.70395,0.7,0.26087,0.0,0.1875,0.95385,3.51,0.44615,0.42295,0.28261,0.0,0.99701
480396606131,0.41246,0.0,0.0,-12226,-0.0,-270375,633,0.64912,0.88338,26.9,0.0,0.0,0.0,0.0,0.94169,0.63574,0.72886,0.0,0.15534,1.0,0.0,1.0,1.82,0.0,0.05003,0.0,0.84466,0.99696
483030024022,0.44256,0.70732,,-7004,-0.0,-61482,737,0.38671,1.0678,54.1,0.26708,0.0,0.0,0.0,0.91525,0.0,0.75706,0.20976,,0.0,0.0,0.0,2.59,0.21463,0.18022,,,0.99691
480610137003,0.72324,0.45312,0.1713,-6471,-0.0,-63000,551,0.5462,0.89295,22.3,0.36567,0.0,0.0,0.0,1.0,0.41786,0.54439,0.21875,0.32402,0.0,0.13514,0.77734,2.99,0.40234,0.45029,0.59218,0.19553,0.99685
481677205093,0.25907,0.77863,0.0,-21293,-0.0,-168041,951,0.0,1.41451,63.9,0.0,0.0,0.16062,0.16839,0.0,0.0,0.84974,0.04962,0.66667,0.0,0.15756,0.95038,1.47,0.06489,0.09444,0.49524,0.0,0.9968
481410018001,0.47368,0.42857,0.0,-10204,-0.0,-38300,489,0.51613,0.67611,59.2,0.71429,0.0,0.10931,0.0,0.82186,0.56275,0.42105,0.16234,0.46753,0.0,0.13966,1.0,1.6,0.9026,0.26868,0.41558,0.0,0.99674
482014229002,0.57373,0.17778,0.0,-18478,-0.05556,-110800,736,0.58784,0.8341,41.2,1.0,0.0,0.0,0.02304,0.91475,0.51961,0.70046,0.35556,0.64754,0.0,0.64981,0.81667,2.41,0.11111,0.37227,0.38525,0.30738,0.99669
480291701021,0.35914,0.57349,0.01531,-17832,-0.0,-68800,473,0.57829,0.92583,44.0,0.85106,0.0,0.0,0.0,0.95353,0.39796,0.64254,0.36023,0.59931,0.0,0.0987,0.2853,3.22,0.14409,0.26642,0.3696,0.08808,0.99663
485059504024,0.36911,0.73665,0.0,-30268,-0.0,-216200,231,0.34006,1.03141,70.2,0.6875,0.0,0.0,0.0,0.70681,0.39669,0.44503,0.0,0.30097,0.06935,0.37136,0.62989,1.36,0.20996,0.34485,0.0,0.0,0.99658
481410003011,0.41325,0.34867,0.0,-11409,-0.0,-86900,756,0.41651,1.00927,55.4,0.54545,0.0,0.0,0.0,0.9351,0.12715,0.61325,0.12591,0.44175,0.0,0.05708,0.74092,1.83,0.67312,0.30899,0.31068,0.0,0.99653
482012532021,0.34584,0.60784,0.21387,-11772,-0.0,-150412,867,0.72559,1.05057,54.0,0.47619,0.0,0.01958,0.0,0.73736,0.19604,0.54812,0.15294,0.41912,0.51163,0.01163,0.32157,2.4,0.04706,0.15658,0.07353,0.09559,0.99647
482012115011,0.38789,0.3871,0.12313,-14751,-0.0,-81000,594,0.68251,0.84124,34.0,0.32558,0.0,0.0,0.0,1.0,0.45503,0.51555,0.10887,0.2383,0.0,0.0,0.60887,2.46,0.27016,0.40665,0.14894,0.15745,0.99642
482014226012,0.08333,0.51412,0.08871,-32470,-0.0,-288200,835,0.04348,1.44393,76.9,,0.0,0.1986,0.02804,0.0514,0.01869,0.72196,0.0,0.76106,0.0,0.46687,0.59322,1.36,0.41808,0.37041,0.0,0.0531,0.99636
481130144102,0.02431,0.95025,0.0,-54690,-0.04478,-161860,1533,0.0,1.53472,75.9,,0.0,0.31597,0.0,0.0,0.0,0.77778,0.0,1.0,0.0,0.0,0.9602,1.43,0.0,0.23378,0.0,0.0,0.99631
480610142022,0.49353,0.28779,0.03725,-10522,-0.0,-65700,768,0.74132,0.98891,28.8,0.28947,0.0,0.0,0.0,1.0,0.13754,0.72828,0.12791,0.19643,0.32353,0.15686,0.57849,3.15,0.0,0.32088,0.50595,0.03571,0.99625
482150206003,0.22495,0.56452,0.08108,-13851,-0.0,-68800,577,0.53071,0.87935,49.7,0.42308,0.0,0.0,0.0,0.98978,0.39256,0.55215,0.22043,0.58403,0.0,0.29278,0.27957,2.63,0.24731,0.38578,0.34034,0.05462,0.9962
482014224052,0.52872,0.62032,0.12987,-12246,-0.0,-183333,427,0.13285,1.21422,67.6,1.0,0.0,0.45083,0.26582,0.06524,0.25699,0.61831,0.11096,0.75622,0.0,0.0,1.0,1.37,0.51471,0.07484,0.48259,0.02488,0.99615
484790015022,0.22957,0.73362,0.04286,-18095,-0.0,-89100,609,0.40984,1.01167,50.7,0.44444,0.0,0.0,0.0,1.0,0.17782,0.55447,0.0917,0.35821,0.0,0.17626,0.63755,2.24,0.24891,0.28546,0.3806,0.04478,0.99609
482150201063,0.07576,0.93274,0.0,-29960,-0.0,-23200,676,0.20455,1.43687,75.9,,0.0,0.0,0.0,0.08333,0.0,0.51263,0.0,0.0,0.70516,0.45209,0.23318,1.78,0.0,0.262,0.0,0.0,0.99604
481410041052,0.44201,0.50707,0.0,-11615,-0.0,-84100,612,0.37885,1.03527,34.0,0.54438,0.0,0.0,0.0,0.99451,0.2524,0.68495,0.34141,0.61742,0.0,0.05354,0.79596,2.58,0.29293,0.24951,0.33523,0.08333,0.99598
480610114011,0.03045,0.41412,0.0,-15057,-0.0,-73400,651,0.5094,1.04757,43.9,0.85577,0.0,0.0,0.0,0.64795,0.26263,0.59372,0.03765,0.28462,0.0,0.10148,0.73882,2.47,0.44235,0.2311,0.28462,0.07308,0.99593
481410029002,0.66616,0.6303,0.18548,-12135,-0.0,-84100,639,0.5355,0.97432,53.6,1.0,0.0,0.0,0.03172,0.96828,0.29276,0.48187,0.18182,0.56931,0.0,0.11765,0.74242,1.95,0.1,0.25275,0.37624,0.0,0.99587
480610136001,0.36364,0.44186,0.0,-23467,-0.0,-87615,772,0.26754,1.12253,57.0,1.0,0.0,0.0,0.0,0.86166,0.26482,0.75494,0.24031,0.59406,0.0,0.50193,0.70543,1.96,0.0,0.23899,0.0,0.0,0.99582
481410028002,0.40482,0.30198,0.21244,-9468,-0.0,-95000,557,0.55629,0.76627,39.4,0.90909,0.0,0.0,0.0,0.95422,0.33002,0.62169,0.28218,0.46053,0.03153,0.09009,0.67822,2.04,0.35149,0.431,0.42105,0.19737,0.99577
480610125112,0.19556,0.52115,0.0,-18664,-0.02719,-73999,743,0.68712,0.91486,56.2,0.0,0.0,0.0,0.0,0.96594,0.34794,0.51651,0.02266,0.3863,0.02196,0.03075,0.0,2.93,0.0,0.43977,0.48579,0.07494,0.99571
483030024021,0.06857,0.67033,0.0,-29805,-0.0,-35100,946,0.66875,0.99429,66.0,,0.0,0.0,0.0,0.89714,0.06857,0.49143,0.0,0.45217,0.0,0.54726,0.35165,1.92,0.34066,0.18022,0.53913,0.17391,0.99566
482012111022,0.68742,0.39437,0.0,-11400,-0.0,-41643,635,0.67864,0.84807,35.3,0.58824,0.0,0.06351,0.0,0.88917,0.28158,0.64508,0.13732,0.53053,0.0,0.0,0.72535,2.83,0.28521,0.26868,0.21374,0.0,0.9956
482150204083,0.11127,0.94896,0.0,-26270,-0.0,-115000,918,0.07133,1.42083,76.5,,0.0,0.0,0.0,0.09558,0.07133,0.52068,0.0,0.0,0.52663,0.36243,0.0,1.63,0.05104,0.40474,0.0,0.0,0.99555
483396923033,0.25529,0.67521,0.55378,-31243,-0.0,-251689,1170,0.07576,1.418,79.2,,0.0,0.109,0.063,0.037,0.0,0.71,0.0,1.0,0.0,0.0,1.0,1.21,0.53134,0.05344,0.0,0.0,0.99549
480291805014,0.65664,0.63051,0.21311,-11401,-0.0,-214300,450,0.3275,1.00582,59.2,0.96364,0.0,0.02134,0.01067,0.74782,0.13988,0.60815,0.27022,0.57917,0.05792,0.07325,0.91912,1.9,0.34559,0.21708,0.48333,0.0,0.99544
482150214053,0.27041,0.87281,0.0,-18325,-0.0,-30900,820,0.0,1.51786,76.6,,0.0,0.0,0.0,0.0,0.0,0.57143,0.04386,0.0,0.97151,0.35043,0.0,1.72,0.0,0.32144,0.0,0.0,0.99538
483239502062,0.22083,0.47701,0.09474,-11376,-0.0,-79700,441,0.51223,0.84378,40.2,0.12632,0.0,0.0,0.0,0.97107,0.58051,0.58631,0.06897,0.44574,0.52874,0.0,0.66667,2.98,0.0,0.29495,0.88372,0.06977,0.99533
482030203024,0.80595,0.13201,0.0,-7690,-0.0,-69716,770,0.56,1.40349,15.4,0.71795,0.0,0.59035,0.0,0.07495,0.04314,0.79569,0.36964,0.475,0.03005,0.17213,0.69637,3.21,0.29703,0.17923,0.26875,0.1375,0.99528
482150241202,0.38857,0.21622,0.24837,-12244,-0.0,-68400,557,0.75141,0.87714,38.1,0.36,0.0,0.0,0.0,0.95429,0.38182,0.73143,0.24324,0.53913,0.16842,0.22105,0.0,4.73,0.0,0.47558,0.28696,0.0,0.99522
482150214091,0.07122,0.93396,0.0,-28553,-0.0,-18800,948,0.0,1.54006,70.8,,0.0,0.04154,0.0,0.0,0.0,0.5816,0.0,0.0,0.95745,0.35562,0.0,1.59,0.3066,0.2138,1.0,0.0,0.99517
482150213142,0.06166,0.39568,0.0,-10849,-0.0,-83300,634,0.59677,0.88247,29.6,0.30769,0.0,0.0,0.0,1.0,0.54797,0.59538,0.11511,0.26941,0.0,0.21469,0.31655,3.73,0.09353,0.41893,0.09589,0.14155,0.99511
482150204031,0.45246,0.62978,0.1332,-13618,-0.0,-74500,367,0.52721,0.88889,38.1,0.21654,0.0,0.0,0.0,0.93376,0.36814,0.49947,0.06851,0.3357,0.0,0.04288,0.60474,2.47,0.32806,0.302,0.18676,0.0,0.99506
481450008003,0.0,0.83607,0.0,-6010,-0.0,-73200,515,0.33854,0.98205,37.8,,0.01093,0.22639,0.0,0.32709,0.0,0.93833,0.0,0.0,0.36649,0.68063,0.0,3.15,0.0,0.13587,0.0,0.0,0.995
480610134022,0.19778,0.5625,0.04975,-10834,-0.0,-51900,964,0.50129,0.97152,35.1,0.56944,0.0,0.0,0.0,0.90348,0.2973,0.60127,0.37946,0.59686,0.02128,0.04681,0.33482,2.82,0.05804,0.48847,0.1466,0.02618,0.99495
484391061024,0.20722,0.65625,0.2623,-17783,-0.0,-83466,1082,0.08048,1.32754,67.5,1.0,0.0,0.70321,0.0,0.03476,0.0,0.64171,0.175,0.56296,0.0,0.19598,1.0,1.56,0.20833,0.333,0.05185,0.0,0.9949
481410042013,0.38692,0.74866,0.0,-17195,-0.0,-83400,667,0.52055,1.00374,58.8,0.39286,0.0,0.0,0.0,0.84673,0.19355,0.54579,0.35294,0.5679,0.0,0.0,0.2246,2.86,0.07487,0.23479,0.20988,0.16667,0.99484
482499506002,0.31023,0.69461,0.08333,-16611,-0.0,-75796,438,0.36437,0.9835,61.7,0.0,0.0,0.0,0.0,0.9505,0.0,0.57426,0.0479,0.55455,0.0,0.04571,0.64072,1.81,0.31737,0.27891,0.41818,0.0,0.99479
480610140022,0.55751,0.50538,0.02583,-9333,-0.0,-47000,514,0.66723,0.84434,38.0,0.37963,0.0,0.00094,0.0,0.90189,0.35581,0.52736,0.21864,0.51894,0.0,0.28462,0.72401,3.4,0.07885,0.36098,0.45833,0.09091,0.99473
482150219053,0.31401,0.78788,0.0,-21336,-0.0,-27700,671,0.21981,1.40821,73.6,,0.0,0.0,0.0,0.0,0.0,0.47101,0.04545,0.0,0.75152,0.46667,0.0,1.57,0.0,0.41463,0.0,0.0,0.99468
484510004003,0.03,0.6652,0.0,-19520,-0.0,-63912,2063,0.13097,1.34448,75.5,,0.0,0.0,0.0,0.25753,0.02676,0.64381,0.14978,0.56395,0.0,0.2408,0.71366,2.2,0.59031,0.18518,0.48837,0.05814,0.99462
481130108043,0.63333,0.56906,0.29259,-10128,-0.0,-192300,931,0.37285,1.08667,34.6,1.0,0.0,0.77111,0.0,0.18556,0.0327,0.68889,0.21271,0.59686,0.0,0.12771,0.91989,2.49,0.44751,0.37233,0.37696,0.2199,0.99457
480850316241,0.38577,0.47619,0.0,-31034,-0.01852,-245200,634,0.10499,1.30283,73.3,0.0,0.0,0.06156,0.34609,0.05324,0.30664,0.63727,0.0,0.49,0.0,0.05736,0.79894,1.41,0.34392,0.22266,0.18,0.0,0.99452
482150224014,0.40351,0.46835,0.0813,-12304,-0.0,-49000,613,0.53025,0.90376,33.5,0.88889,0.0,0.0,0.01174,0.97887,0.55526,0.54225,0.24051,0.45133,0.0,0.31897,0.32911,2.7,0.38608,0.25497,0.56637,0.0,0.99446
482150213061,0.41996,0.53425,0.0,-12710,-0.0,-53800,720,0.63604,0.80929,51.1,1.0,0.0,0.0,0.0,0.93577,0.52085,0.49209,0.26256,0.40278,0.0,0.0,0.13699,2.31,0.14384,0.28207,0.07222,0.0,0.99441
481130060011,0.37189,0.44103,0.0,-11266,-0.0,-153143,907,0.6633,0.89502,30.0,1.0,0.0,0.12811,0.0,0.87189,0.40509,0.56584,0.07692,0.36041,0.0,0.25,0.88718,2.88,0.0,0.27942,0.18782,0.29949,0.99435
480610140021,0.4104,0.45921,0.06491,-11877,-0.0,-59000,552,0.62642,0.7341,38.8,0.55495,0.0,0.0,0.0,0.90421,0.42979,0.51858,0.24476,0.35575,0.0,0.14881,0.88578,2.82,0.28205,0.36098,0.42299,0.06941,0.9943
