BG2020,U202020010,U202020013,U202020020,U202020031,U202020033,U202020040,U202020070,U202021010,U202030020,U202030030,U202033010,U202060021,U202060022,U202060023,U202060024,U202062010,U202065010,U202065015,U202065017,U202070010,U202070030,U202070040,U202070060,U202072010,U202020050,U202081021,U202081022,U202090012
484959502002,0.22062,0.31034,0.0,-27905,-0.0,-77000,702,0.31429,0.86811,32.7,0.0,0.0,0.0,0.0,0.41007,0.08333,0.52518,0.0,0.33684,0.10448,0.13433,0.25862,2.4,0.0,0.17143,0.1,0.19474,0.8179
483090030003,0.09913,0.41132,0.0443,-27571,-0.01321,-136500,776,0.16244,0.80753,43.2,0.51852,0.0,0.25615,0.01013,0.28654,0.06652,0.59986,0.32264,0.50464,0.0,0.10321,0.45849,2.61,0.10755,0.20292,0.27682,0.05298,0.81784
484391046021,0.23134,0.30479,0.00884,-21158,-0.0,-62000,899,0.4932,0.501,38.8,0.49784,0.0,0.33731,0.02239,0.59751,0.25754,0.42935,0.32534,0.34846,0.0,0.0,0.35788,3.44,0.0,0.41735,0.22285,0.2107,0.81779
483732102054,0.15094,0.61318,0.25957,-29460,-0.09169,-154500,946,0.05112,0.96092,57.2,0.20732,0.0,0.0,0.13073,0.04717,0.0,0.58895,0.0659,0.55747,0.13363,0.48752,0.0,2.13,0.0,0.17059,0.18966,0.0977,0.81773
483732103012,0.03958,0.62703,0.03676,-21899,-0.0,-184400,783,0.17647,0.82292,50.1,0.46809,0.0,0.0,0.0,0.0,0.0,0.55625,0.0,0.5458,0.09477,0.39542,0.08108,2.59,0.0,0.25336,0.0229,0.0,0.81768
480291805013,0.13492,0.63081,0.08529,-22197,-0.0,-104800,1675,0.21551,0.81647,53.5,0.63077,0.0,0.08631,0.0,0.86111,0.03261,0.4375,0.14535,0.35431,0.0,0.1464,0.29942,2.93,0.07849,0.21708,0.22378,0.02098,0.81762
483379503002,0.22353,0.54225,0.12367,-15225,-0.0,-80300,534,0.19064,0.79888,43.6,0.66906,0.0,0.0016,0.0,0.28446,0.03462,0.49279,0.11033,0.49878,0.07692,0.11435,0.39671,2.79,0.07981,0.18219,0.48418,0.0,0.81757
484690005022,0.04728,0.33694,0.08186,-19674,-0.05225,-98300,1207,0.25175,0.76919,31.7,0.06769,0.0,0.01319,0.00047,0.71832,0.10884,0.6048,0.07748,0.32692,0.0,0.0,0.15315,3.81,0.0,0.41086,0.08042,0.01224,0.81752
480610125162,0.0,0.0,0.0,-25374,-0.0,-92499,867,0.56641,0.80386,26.2,0.0,0.0,0.0,0.0,0.89711,0.28906,0.49196,0.28829,0.51869,0.0,0.0,0.0,2.8,0.0,0.19991,0.14953,0.0,0.81746
482013214011,0.22839,0.2058,0.0,-13632,-0.0,-92600,736,0.51422,0.57484,26.1,0.29245,0.0,0.00452,0.0,0.98258,0.29707,0.43032,0.11346,0.39832,0.0,0.0933,0.23747,4.09,0.05541,0.35445,0.23225,0.24789,0.81741
482819504002,0.31529,0.287,0.08848,-19692,-0.01444,-139100,757,0.175,0.84188,42.6,0.30435,0.02249,0.0,0.01616,0.29304,0.01689,0.57906,0.31227,0.61968,0.0,0.0782,0.40975,2.47,0.20939,0.23991,0.50399,0.05718,0.81735
483750139001,0.3051,0.28182,0.02998,-23901,-0.05273,-82500,907,0.15828,0.87059,36.0,0.92276,0.0,0.63608,0.0,0.21176,0.05717,0.58588,0.36545,0.68727,0.04252,0.13386,0.61455,2.32,0.25091,0.22643,0.56,0.06545,0.8173
480291809024,0.12232,0.20682,0.04833,-15332,-0.0,-118900,962,0.36141,0.65773,32.5,0.68485,0.0,0.0,0.0,0.89324,0.19287,0.53273,0.325,0.44401,0.0,0.09465,0.53636,4.24,0.03409,0.31528,0.08724,0.28385,0.81724
484899506001,0.26037,0.37685,0.05505,-22149,-0.05665,-86800,224,0.20593,0.76258,25.4,0.24265,0.0,0.0,0.0,0.83936,0.06686,0.52074,0.08128,0.411,0.144,0.188,0.1601,2.79,0.15764,0.35365,0.13916,0.05825,0.81719
482012231001,0.16226,0.26325,0.04957,-20133,-0.00993,-95500,1197,0.46458,0.68384,32.1,0.49544,0.0,0.02617,0.00291,0.83133,0.26416,0.50727,0.13742,0.34675,0.17226,0.07927,0.18543,3.99,0.02649,0.25924,0.20586,0.11894,0.81714
482012119002,0.45962,0.24859,0.0,-10181,-0.0,-65600,771,0.41954,0.66814,25.5,0.21839,0.0,0.0,0.0,1.0,0.18039,0.42438,0.27119,0.26754,0.0,0.04839,0.44068,3.85,0.0,0.34725,0.23684,0.22588,0.81708
480396619012,0.04,0.36444,0.20423,-30634,-0.072,-213400,938,0.38256,0.72392,44.8,0.15625,0.0,0.07385,0.0,0.64056,0.18094,0.51692,0.08,0.41534,0.35401,0.14902,0.16711,3.18,0.0,0.25713,0.17692,0.19742,0.81703
481130153042,0.30993,0.20288,0.06497,-14041,-0.0,-83600,995,0.49785,0.63959,22.1,0.53097,0.00334,0.03845,0.05216,0.8676,0.33442,0.50819,0.24748,0.49121,0.7978,0.04402,0.18129,4.3,0.05036,0.26147,0.41054,0.20367,0.81697
481919505001,0.1705,0.45672,0.21027,-23498,-0.0,-73800,529,0.14311,0.81459,44.5,0.31148,0.0,0.10048,0.0,0.30861,0.03722,0.55502,0.19701,0.51393,0.04904,0.28571,0.33134,2.47,0.03284,0.2195,0.18576,0.04644,0.81692
482012327012,0.14681,0.3773,0.04025,-20840,-0.0,-99600,1634,0.35446,0.71345,37.4,0.1102,0.0,0.28205,0.0,0.66397,0.14502,0.49933,0.28715,0.33028,0.07679,0.0,0.21536,3.55,0.0,0.43257,0.1481,0.11271,0.81686
482015512022,0.0,0.23381,0.0,-35709,-0.07583,-181500,1090,0.12312,0.85095,44.6,0.92574,0.0,0.22313,0.0,0.4056,0.0,0.65763,0.34913,0.63562,0.0,0.0,0.80569,1.75,0.0,0.2769,0.03922,0.18791,0.81681
484790017163,0.07241,0.28063,0.06391,-22242,-0.02964,-115100,1211,0.23379,0.72472,41.0,0.20339,0.0,0.0,0.0,0.98624,0.17112,0.59605,0.06917,0.52811,0.0,0.03619,0.14229,3.3,0.01186,0.33386,0.12149,0.02711,0.81676
482013317003,0.18306,0.65504,0.28348,-19902,-0.0,-80100,697,0.11111,0.83607,55.8,1.0,0.00683,0.95902,0.0,0.02869,0.00702,0.5041,0.41085,0.60748,0.0,0.06522,0.22093,2.84,0.08527,0.20211,0.15576,0.05296,0.8167
481130178061,0.22912,0.15313,0.07262,-15462,-0.0,-156300,884,0.32045,0.69523,30.9,0.68378,0.0,0.19239,0.0,0.72409,0.17864,0.50503,0.25699,0.31958,0.0,0.0897,0.74168,3.05,0.06791,0.31724,0.10794,0.19365,0.81665
484579502021,0.28756,0.65443,0.0,-31350,-0.11927,-102600,694,0.22124,0.84742,42.9,0.22642,0.00352,0.0,0.0,0.0,0.0,0.5446,0.07339,0.62048,0.20138,0.43718,0.12232,2.61,0.02752,0.25271,0.40663,0.11446,0.81659
480539605021,0.02003,0.71459,0.04509,-44789,-0.12017,-292400,797,0.01497,1.07666,64.3,0.06383,0.02003,0.0,0.0,0.06272,0.0,0.55749,0.15021,0.45,0.083,0.38603,0.04936,2.46,0.0,0.17696,0.14444,0.03056,0.81654
484391001011,0.05381,0.14198,0.01406,-19795,-0.01224,-106300,1054,0.51711,0.63623,30.8,0.33333,0.0,0.0,0.03183,0.79424,0.23441,0.50474,0.1481,0.37988,0.0,0.08408,0.29988,3.23,0.0,0.31058,0.16667,0.07432,0.81648
481479504011,0.21725,0.30425,0.0,-31717,-0.07075,-76000,782,0.13246,0.93319,29.3,0.64,0.0241,0.092,0.0,0.2333,0.02267,0.6506,0.22642,0.66952,0.0,0.08225,0.625,2.07,0.14387,0.19553,0.11681,0.0,0.81643
480291613031,0.37013,0.22597,0.17647,-12028,-0.0,-82100,925,0.4002,0.65427,28.5,0.8046,0.00349,0.04067,0.0,0.90471,0.19292,0.53283,0.27273,0.35984,0.01354,0.13093,0.46234,4.47,0.1039,0.26332,0.1752,0.16846,0.81638
480291817044,0.13579,0.36264,0.0,-17273,-0.0,-127400,1323,0.26839,0.82744,32.0,0.58571,0.0,0.0396,0.0,0.85007,0.11581,0.60962,0.22527,0.56667,0.0,0.19111,0.18681,3.88,0.0,0.21956,0.10833,0.075,0.81632
482379503002,0.08477,0.48045,0.0,-28912,-0.0,-51100,820,0.31139,0.81452,36.7,0.31579,0.0,0.01344,0.0,0.16398,0.03896,0.52957,0.06704,0.30508,0.09828,0.12039,0.13966,1.94,0.0,0.1565,0.17966,0.1322,0.81627
481410034031,0.29835,0.39437,0.0,-23765,-0.0,-121974,632,0.27778,0.76132,28.6,,0.0,0.0,0.0,0.89095,0.0,0.41564,0.07324,0.2007,0.0,0.0,0.86761,1.37,0.21408,0.17522,0.25704,0.0,0.81621
480291408005,0.27498,0.3288,0.08818,-18127,-0.0,-82300,917,0.27749,0.60133,37.4,0.1831,0.0,0.04472,0.0,0.79258,0.17465,0.51951,0.24185,0.41152,0.0,0.0,0.45109,2.86,0.0163,0.34109,0.25926,0.13786,0.81616
484299503002,0.11931,0.54545,0.25347,-22437,-0.0,-47300,588,0.2987,0.77277,45.5,0.25253,0.0,0.07062,0.02252,0.36847,0.0,0.47492,0.17241,0.40053,0.05747,0.26667,0.16301,2.89,0.10031,0.19627,0.34483,0.0,0.8161
484391112021,0.31891,0.45875,0.31429,-26486,-0.0,-85400,933,0.20959,0.71077,39.4,0.8125,0.0,0.5581,0.0,0.24343,0.02555,0.4631,0.09406,0.72917,0.0,0.09145,0.76733,1.93,0.62046,0.22296,0.0787,0.05324,0.81605
480699503002,0.278,0.38643,0.05835,-13282,-0.0118,-48900,650,0.41342,0.63369,26.6,0.5188,0.0,0.0278,0.00245,0.87244,0.15336,0.44563,0.23009,0.41667,0.20047,0.20979,0.30973,3.61,0.06195,0.32505,0.19231,0.05769,0.816
484410119002,0.43285,0.25,0.03308,-19145,-0.00862,-49700,674,0.2562,0.75103,29.0,0.42857,0.0,0.02996,0.0,0.52273,0.04462,0.54132,0.18678,0.38947,0.0,0.24017,0.33046,2.78,0.0977,0.38733,0.3,0.17632,0.81594
483090026003,0.05918,0.64507,0.10345,-31825,-0.02535,-174900,732,0.08134,0.95111,53.7,0.38333,0.0,0.08919,0.0,0.34391,0.0,0.45883,0.04085,0.57692,0.0,0.0,0.55915,1.64,0.12817,0.07451,0.21875,0.0,0.81589
482015521021,0.0,0.48947,0.04146,-41073,-0.0614,-147400,1001,0.04801,1.04893,49.4,0.0,0.0,0.08599,0.01557,0.39066,0.05882,0.5745,0.0,0.20611,0.0,0.0,0.07193,2.37,0.0,0.13115,0.13486,0.29262,0.81583
481119503004,0.0,0.33206,0.0,-74402,-0.10687,-65600,739,0.46862,0.77911,53.2,0.0,0.0,0.0,0.0,0.69863,0.27555,0.42466,0.10687,0.38978,0.09831,0.26404,0.19847,2.23,0.04198,0.30405,0.28495,0.0,0.81578
482014508042,0.29841,0.30072,0.18267,-12863,-0.0,-331138,1135,0.0,0.88677,35.7,0.9292,0.0,0.40212,0.0328,0.52063,0.0,0.71005,0.35322,0.88252,0.0,0.07301,0.94511,2.26,0.10263,0.186,0.17479,0.01433,0.81572
483090023024,0.15354,0.39474,0.03163,-24027,-0.0,-101991,685,0.26884,0.3596,33.4,,0.0,0.18586,0.0,0.59192,0.53333,0.26465,0.0,0.10804,0.0,0.2381,1.0,1.63,0.51974,0.30463,0.16583,0.41709,0.81567
482917003032,0.1868,0.75706,0.0,-40899,-0.02825,-96295,866,0.14121,0.82538,52.1,0.25,0.0,0.23427,0.0,0.21041,0.06488,0.57484,0.25141,0.72564,0.0,0.09463,0.18644,2.58,0.0,0.12283,0.32564,0.06667,0.81562
482013106002,0.2972,0.42814,0.05688,-22791,-0.0479,-157700,819,0.29712,0.68636,38.6,0.68775,0.01583,0.1084,0.00548,0.76857,0.09781,0.49269,0.30539,0.36045,0.04457,0.06964,0.40569,2.46,0.23353,0.18386,0.19355,0.08976,0.81556
484530416004,0.37277,0.17341,0.109,-11491,-0.0,-227300,1165,0.54172,0.69811,19.9,0.33951,0.0,0.00357,0.01479,0.90821,0.1264,0.54411,0.21195,0.52489,0.0,0.0,0.69364,3.78,0.0,0.24139,0.59317,0.02418,0.81551
482530205004,0.0,0.38554,0.24419,-37273,-0.0,-165600,719,0.12628,0.93642,63.1,,0.0,0.0,0.0,0.29191,0.0,0.54046,0.0,0.43846,0.23256,0.4485,0.44578,2.02,0.0,0.16602,0.21538,0.0,0.81545
484530024533,0.09556,0.36275,0.12546,-20642,-0.03758,-142600,1252,0.32527,0.84663,30.2,0.42638,0.0,0.01099,0.0,0.74152,0.01583,0.60917,0.26307,0.43454,0.66993,0.0,0.17157,3.42,0.0915,0.17209,0.36212,0.12674,0.8154
482150211001,0.12636,0.09814,0.05324,-15148,-0.0,-65900,814,0.08828,0.71471,27.6,0.81522,0.0,0.0,0.0,0.98223,0.2828,0.56071,0.42175,0.6383,0.0,0.0,0.83024,2.69,0.09019,0.38207,0.12614,0.02432,0.81534
481350019002,0.02138,0.53333,0.0,-30590,-0.05098,-90000,1051,0.56031,0.75764,26.5,0.54615,0.0,0.08961,0.02546,0.88493,0.12761,0.39002,0.32941,0.28094,0.0522,0.29945,0.12941,3.85,0.0,0.18169,0.05351,0.39465,0.81529
482150221092,0.06029,0.35366,0.0,-20205,-0.0,-150300,497,0.31075,0.70511,33.4,0.0,0.0,0.0,0.0,1.0,0.05618,0.55439,0.02439,0.26903,0.14317,0.09692,0.05122,3.72,0.0,0.28879,0.10973,0.24425,0.81524
484599505022,0.16804,0.49377,0.02326,-21807,-0.01995,-152100,953,0.19656,0.88859,39.2,0.52482,0.0,0.34601,0.0,0.00453,0.0,0.625,0.22444,0.54762,0.1503,0.19639,0.4813,2.75,0.0798,0.10186,0.07857,0.00952,0.81518
481130025003,0.27838,0.27036,0.1076,-14116,-0.0,-86100,848,0.49933,0.55405,25.1,0.64848,0.0,0.08243,0.0,0.88581,0.30325,0.39797,0.35505,0.25723,0.0,0.29748,0.67101,4.82,0.10098,0.33721,0.23473,0.40997,0.81513
482150236022,0.23888,0.17844,0.10782,-17798,-0.0,-46300,615,0.25538,0.73504,35.0,0.34483,0.0,0.02778,0.0,0.90064,0.18497,0.57906,0.26022,0.51662,0.51887,0.15409,0.05948,2.76,0.0,0.26099,0.14502,0.0,0.81507
481130153031,0.08477,0.09447,0.03479,-16124,-0.0,-23600,1004,0.42449,0.65119,29.3,0.33929,0.0,0.01443,0.0,0.75721,0.24389,0.5138,0.18433,0.45661,0.77174,0.21377,0.32028,3.67,0.01382,0.38519,0.35381,0.18959,0.81502
480499508002,0.00739,0.3125,0.2339,-17729,-0.0,-130800,828,0.24615,0.92976,29.6,0.67333,0.0,0.00739,0.0,0.3549,0.0,0.59335,0.59375,0.69027,0.0,0.125,0.23661,2.42,0.0,0.19714,0.56637,0.07522,0.81496
482015410053,0.04752,0.1238,0.0,-19247,-0.0,-160100,1149,0.31491,0.787,27.2,0.2815,0.0,0.0,0.27471,0.48607,0.10468,0.54888,0.0,0.43613,0.0,0.0,0.7304,2.52,0.0,0.35253,0.17548,0.22194,0.81491
482014536032,0.17605,0.17095,0.07254,-16708,-0.08926,-128200,1056,0.41512,0.68121,37.3,0.21739,0.0,0.22522,0.35131,0.34933,0.19316,0.48969,0.34947,0.46369,0.0,0.0,0.48109,3.82,0.26324,0.42144,0.28399,0.04004,0.81486
483750128001,0.20847,0.30622,0.16461,-12264,-0.0,-47700,1055,0.16258,0.85424,32.7,0.63441,0.0,0.25932,0.0,0.60678,0.05847,0.52034,0.39234,0.60099,0.0,0.27178,0.37321,2.82,0.0,0.41257,0.44335,0.0,0.8148
484599505011,0.08633,0.36898,0.01545,-41171,-0.14706,-156671,649,0.26361,0.85132,58.0,0.30769,0.0,0.03118,0.0,0.01799,0.0,0.54916,0.13102,0.42825,0.16032,0.2505,0.47594,2.23,0.1738,0.21747,0.39462,0.0,0.81475
482730202004,0.18888,0.40143,0.04528,-17684,-0.0,-83400,634,0.3947,0.68678,32.7,0.6729,0.0,0.01533,0.0,0.9636,0.14378,0.45881,0.31541,0.36701,0.0,0.0,0.39427,3.42,0.03226,0.18076,0.20206,0.02887,0.81469
481410002071,0.27201,0.29876,0.09735,-16927,-0.0,-96700,732,0.3132,0.74306,33.3,0.4,0.00724,0.02533,0.06936,0.73221,0.16635,0.55549,0.25519,0.55719,0.0,0.08712,0.16805,3.44,0.05809,0.21618,0.46895,0.07516,0.81464
480850301022,0.06858,0.48092,0.06106,-33112,-0.03435,-255500,1104,0.14859,0.92512,50.1,0.48,0.01679,0.0,0.02309,0.19804,0.0,0.63121,0.1374,0.55636,0.09871,0.1521,0.1126,2.73,0.0,0.27537,0.21243,0.04046,0.81458
484790016011,0.2977,0.20109,0.08158,-11705,-0.0,-112500,986,0.30832,0.74002,25.0,0.4963,0.0,0.0,0.0,1.0,0.24627,0.54108,0.48098,0.58806,0.0,0.0491,0.7962,4.6,0.08152,0.25809,0.317,0.04135,0.81453
483030102042,0.02613,0.24868,0.0,-18250,-0.0,-9999,617,0.38369,0.75039,40.8,0.0,0.0,0.02184,0.0,0.39158,0.0,0.63963,0.44444,0.63793,0.60504,0.20588,0.1164,3.04,0.0,0.1189,0.27586,0.0,0.81447
480291308002,0.33386,0.49309,0.10853,-14880,-0.0,-51300,758,0.09716,0.8063,38.1,0.32432,0.0,0.71969,0.0,0.14488,0.00505,0.56693,0.17972,0.47826,0.0,0.0,0.52995,2.93,0.20276,0.24808,0.14783,0.01739,0.81442
481159504023,0.45967,0.21961,0.0274,-11754,-0.0,-45000,699,0.34383,0.78865,35.2,0.71667,0.0,0.0,0.0,0.69078,0.05032,0.49645,0.37255,0.42254,0.05802,0.12969,0.36471,2.58,0.0,0.19376,0.38967,0.08451,0.81437
480291211162,0.17424,0.3285,0.0,-36998,-0.0,-226500,1152,0.0456,1.05808,53.0,0.0,0.0,0.0,0.0,0.46465,0.0,0.63384,0.04831,0.55556,0.0,0.0,0.0,1.91,0.0,0.24633,0.0,0.0,0.81431
482150207241,0.10333,0.4451,0.03985,-17225,-0.0,-109600,1111,0.36352,0.69167,30.7,0.22222,0.0,0.0,0.0,0.98833,0.26211,0.44,0.19585,0.35573,0.0,0.03161,0.45697,3.56,0.0,0.20704,0.2253,0.0751,0.81426
480259505022,0.36955,0.3596,0.09956,-17461,-0.0,-25200,748,0.24223,0.73073,36.7,0.98214,0.0065,0.0,0.0,0.91551,0.07555,0.40111,0.13939,0.2748,0.0,0.13913,0.46061,2.18,0.18788,0.1947,0.13659,0.37561,0.8142
484439501001,0.04762,0.61098,0.0,-26056,-0.0,-81400,388,0.14763,0.8361,59.1,0.38182,0.0,0.0155,0.0,0.50277,0.0079,0.47398,0.10501,0.56627,0.06434,0.43834,0.0358,2.16,0.0,0.09745,0.10843,0.08434,0.81415
482012308001,0.17378,0.33738,0.13973,-15002,-0.00728,-64100,819,0.31087,0.7096,41.2,0.42857,0.0,0.56479,0.0,0.41692,0.0446,0.55183,0.34466,0.37378,0.0,0.26032,0.35922,3.16,0.06311,0.23665,0.13699,0.08415,0.81409
481130091051,0.22443,0.09302,0.0,-16268,-0.0,-135200,936,0.31455,0.76465,30.2,0.50485,0.0,0.2423,0.0,0.65243,0.07432,0.62264,0.44477,0.5709,0.16431,0.0255,0.37791,2.93,0.06395,0.28192,0.07836,0.16791,0.81404
481719503023,0.02643,0.7007,0.08879,-53759,-0.05634,-423000,1114,0.18492,0.9847,64.1,0.0,0.0,0.0,0.0,0.3491,0.09451,0.42142,0.0,0.37949,0.0,0.24868,0.30986,2.53,0.0,0.16322,0.17949,0.46667,0.81399
482450069002,0.16501,0.40336,0.07862,-27578,-0.0,-89100,1053,0.26783,0.87154,47.3,0.10638,0.0,0.31561,0.0,0.18383,0.04414,0.51827,0.05042,0.48267,0.056,0.286,0.05042,2.53,0.04762,0.25337,0.17867,0.136,0.81393
484530410004,0.34315,0.12029,0.0,-18628,-0.0,-164200,1172,0.46128,0.54549,32.2,0.1694,0.0,0.17667,0.06644,0.56474,0.33491,0.49037,0.06485,0.44054,0.03349,0.08517,0.84728,2.77,0.09728,0.27796,0.43635,0.1809,0.81388
480291713012,0.38171,0.28498,0.09661,-12225,-0.0,-80000,863,0.42246,0.65855,28.9,0.52244,0.0,0.00398,0.0,0.92793,0.11204,0.4493,0.31229,0.38439,0.0,0.0639,0.36177,3.38,0.13481,0.25764,0.21676,0.28902,0.81382
482013214013,0.23737,0.33957,0.12725,-18162,-0.0,-89900,865,0.34859,0.67841,28.0,0.6178,0.0,0.0,0.01531,0.9487,0.14105,0.49387,0.46257,0.47856,0.05734,0.1422,0.24866,3.49,0.0,0.35445,0.24185,0.23842,0.81377
481130165361,0.5782,0.43686,0.30793,-9494,-0.0,-107300,869,0.38125,0.78273,21.2,0.72936,0.0,0.13517,0.0,0.68082,0.11549,0.48762,0.52218,0.50787,0.0,0.0,0.50853,4.82,0.24573,0.19783,0.68315,0.04045,0.81371
481279502022,0.72936,0.71642,0.0,-11370,-0.0,-70760,862,0.23541,0.74146,18.8,0.67482,0.0,0.0019,0.07258,0.86622,0.14611,0.56025,0.51493,0.67462,0.53702,0.37015,0.02612,3.82,0.0,0.12242,0.47871,0.12095,0.81366
484999506021,0.15666,0.66759,0.11765,-32853,-0.03601,-235800,1647,0.09467,1.08747,68.3,1.0,0.02219,0.0,0.0,0.01828,0.0,0.49086,0.0,0.50667,0.0616,0.25873,0.18006,2.12,0.06925,0.08386,0.0,0.0,0.81361
482150205122,0.17003,0.36404,0.0,-15820,-0.0,-74500,1026,0.44124,0.88473,36.3,0.0,0.0,0.0,0.0,1.0,0.2773,0.34006,0.0,0.44828,0.0,0.13636,0.0,3.04,0.0,0.08113,0.44828,0.0,0.81355
483630009002,0.25484,0.42405,0.23544,-15232,-0.0,-54600,780,0.305,0.72785,35.7,0.66102,0.0,0.04589,0.0,0.32551,0.08118,0.44397,0.18354,0.30159,0.05621,0.25995,0.49367,2.97,0.17405,0.29086,0.29841,0.03492,0.8135
481410034033,0.19175,0.34528,0.07407,-25647,-0.0,-129100,859,0.0704,0.92112,34.7,0.52174,0.0,0.01214,0.0,0.70995,0.08738,0.61893,0.07818,0.63467,0.0,0.0,0.28664,2.28,0.10423,0.17522,0.15733,0.0,0.81344
484230010004,0.0704,0.46113,0.02145,-28835,-0.04875,-158600,1354,0.12679,0.93923,52.3,0.53061,0.01203,0.07641,0.0,0.17268,0.0,0.65824,0.17391,0.52466,0.0,0.10495,0.18972,2.19,0.02899,0.10999,0.14658,0.0,0.81339
482012536021,0.45671,0.06936,0.0,-16300,-0.0,-164753,788,0.22697,0.63958,25.7,0.72247,0.0,0.19523,0.0,0.73057,0.44945,0.5,0.47399,0.30924,0.0,0.11959,1.0,3.27,0.0,0.39585,0.47059,0.13445,0.81333
484391014014,0.19599,0.13743,0.07925,-17601,-0.0,-124100,1289,0.46787,0.78395,29.8,0.36869,0.0,0.07562,0.0,0.67361,0.18485,0.54321,0.23977,0.5082,0.0,0.08556,0.28655,3.79,0.0,0.275,0.2582,0.09221,0.81328
482450023004,0.24934,0.31538,0.04673,-17430,-0.0,-87700,616,0.09966,0.98276,24.0,0.31858,0.0,0.87003,0.0,0.07825,0.02135,0.62202,0.15,0.64379,0.0,0.16399,0.72692,2.9,0.09231,0.19558,0.25163,0.04248,0.81323
482770004011,0.0075,0.41299,0.0,-25986,-0.0,-115700,843,0.07911,1.0175,43.3,0.48052,0.0,0.1025,0.0,0.04,0.0,0.5975,0.25455,0.64039,0.0,0.00259,0.45455,2.06,0.0,0.14251,0.29803,0.0,0.81317
480291411012,0.5161,0.3592,0.10875,-9945,-0.0,-68600,912,0.15435,0.71481,27.5,0.84298,0.0,0.03496,0.0,0.78289,0.0334,0.5391,0.25862,0.47619,0.0,0.05946,0.85632,3.12,0.25862,0.24979,0.30655,0.17262,0.81312
483396906093,0.14965,0.48033,0.09559,-36047,-0.10766,-340000,246,0.0,0.9454,55.9,0.0,0.0,0.0,0.0,0.10617,0.0,0.66734,0.0,0.59553,0.0,0.0904,0.35197,2.05,0.26294,0.05947,0.29675,0.0,0.81306
483499710002,0.12583,0.5794,0.02018,-28715,-0.01502,-122400,805,0.06726,0.91675,53.0,0.07563,0.01419,0.0,0.0,0.03217,0.0,0.56859,0.0515,0.50114,0.4295,0.24473,0.26609,2.27,0.05579,0.14725,0.08924,0.10069,0.81301
484230021023,0.0,0.375,0.0,-50721,-0.05114,-141000,820,0.33435,0.91771,57.2,0.0,0.0,0.0,0.02244,0.0399,0.0,0.601,0.0,0.58503,0.32386,0.0,0.20455,2.28,0.0,0.11064,0.31973,0.08844,0.81295
484299502003,0.32225,0.19024,0.02123,-17738,-0.0,-72000,732,0.30682,0.75876,36.9,0.58333,0.0,0.04805,0.0,0.37538,0.02985,0.51151,0.17317,0.36876,0.02165,0.19291,0.62927,2.35,0.30488,0.21057,0.16269,0.03688,0.8129
480219505041,0.18345,0.49,0.14607,-28269,-0.0,-79000,833,0.10695,1.02158,32.4,0.19048,0.03597,0.0,0.0,0.26259,0.05603,0.56835,0.08,0.32895,0.4661,0.15254,0.09,2.78,0.05,0.07821,0.13158,0.40789,0.81285
484230019102,0.29048,0.275,0.11502,-33516,-0.05625,-235800,876,0.12984,0.93823,49.3,0.0,0.04007,0.21035,0.0,0.13689,0.07734,0.59265,0.03125,0.43682,0.0,0.202,0.61562,1.87,0.14375,0.1541,0.27076,0.04693,0.81279
483396929004,0.14017,0.37168,0.14286,-26112,-0.0,-254800,967,0.3699,0.80126,52.1,0.38938,0.0,0.05649,0.0,0.14331,0.00436,0.53452,0.14159,0.5,0.5407,0.01453,0.37463,2.82,0.0885,0.19426,0.15766,0.08559,0.81274
481830102014,0.04276,0.47157,0.0,-31267,-0.0,-118400,952,0.23211,0.86119,49.4,0.2268,0.0,0.13477,0.0,0.03504,0.0,0.58086,0.07358,0.57507,0.35962,0.05678,0.0,2.48,0.06355,0.25987,0.31445,0.0,0.81268
484599506002,0.37328,0.57895,0.07143,-15213,-0.0,-139888,831,0.17696,0.77872,60.0,0.73913,0.0,0.10638,0.09787,0.10071,0.06222,0.45674,0.06883,0.30256,0.10819,0.27778,0.20243,2.11,0.0,0.17683,0.25641,0.04615,0.81263
483419504003,0.23724,0.1975,0.0,-15495,-0.0,-58300,868,0.51814,0.57356,35.1,0.27559,0.0,0.01769,0.0,0.78771,0.27916,0.42458,0.1325,0.32452,0.0,0.182,0.35,2.69,0.0975,0.21298,0.13702,0.01923,0.81257
483290101171,0.22321,0.17172,0.04331,-19947,-0.02525,-85600,722,0.37981,0.76997,31.2,0.47685,0.0,0.0,0.0,0.75631,0.1121,0.56928,0.25,0.48971,0.38197,0.15021,0.18687,3.7,0.03283,0.27893,0.2524,0.10974,0.81252
481770003002,0.17997,0.36928,0.05308,-22710,-0.02511,-130200,678,0.20786,0.84255,30.0,0.66871,0.0,0.2297,0.02441,0.53164,0.03789,0.58396,0.35598,0.52273,0.04545,0.23068,0.48744,2.83,0.14623,0.19908,0.23485,0.0,0.81247
481410043124,0.64665,0.04176,0.23102,-16812,-0.0,-158886,674,0.45849,0.60047,23.4,0.0,0.0,0.01005,0.0,0.89539,0.27423,0.51655,0.08121,0.33936,0.0,0.10766,0.92111,3.67,0.06729,0.1891,0.03616,0.40473,0.81241
480291607012,0.05478,0.39823,0.03187,-13993,-0.0,-64100,813,0.43629,0.67197,33.2,0.47368,0.0,0.0,0.0,0.99427,0.0527,0.53503,0.28319,0.49687,0.0,0.0,0.07375,4.63,0.09735,0.2196,0.35737,0.11912,0.81236
