TRACT2020,U202020010,U202020013,U202020020,U202020031,U202020033,U202020040,U202020070,U202021010,U202030020,U202030030,U202033010,U202060021,U202060022,U202060023,U202060024,U202062010,U202065010,U202065015,U202065017,U202070010,U202070030,U202070040,U202070060,U202072010,U202020050,U202081021,U202081022,U202090012
48215020507,0.21507,0.67571,0.02937,-11275,-0.0,-49200,581,0.7608,0.90754,24.5,0.81789,0.0,0.0,0.0,0.55642,0.3979,0.60122,0.41286,0.45386,0.0,0.04502,0.24429,3.51,0.15571,0.30998,0.34191,0.0,1.0
48261950100,0.02046,0.5969,0.0,-15058,-0.0,-89735,529,0.78148,0.97187,41.2,0.0,0.0,0.0,0.00256,0.96675,0.26959,0.50639,0.30233,0.35065,0.04977,0.41629,0.7907,2.99,0.0,0.27366,0.24026,0.09091,0.99985
48441012100,0.47159,1.0,0.01875,-12527,-0.0,-113760,768,0.25287,1.05091,51.2,,0.0,0.16364,0.0,0.07455,0.0,0.89455,0.0,0.98089,0.0,0.0,0.0,2.17,0.0,0.03788,0.01911,0.0,0.99971
48061012103,0.06633,1.0,0.0,-19709,-0.0,-16500,831,0.07398,1.53061,78.6,,0.0,0.0,0.0,0.0,0.0,0.53061,0.0,1.0,0.95548,0.59618,0.19685,1.54,0.0,0.0,0.0,0.0,0.99956
48377950200,0.52943,0.48701,0.19801,-9916,-0.0,-50400,390,0.64987,0.90207,42.5,0.57328,0.0,0.0,0.02978,0.93996,0.36944,0.56993,0.1513,0.52775,0.21048,0.37903,0.56299,2.73,0.05974,0.2833,0.13256,0.03894,0.99941
48215020106,0.52624,0.7747,0.1437,-15986,-0.01928,-90300,463,0.31333,1.07815,59.5,0.0,0.0,0.0,0.0,0.60439,0.22746,0.51991,0.0,0.19863,0.64727,0.41093,0.15904,3.24,0.0,0.262,0.0,0.0,0.99927
48215024120,0.52957,0.22055,0.09367,-7856,-0.0,-45900,483,0.86859,0.59745,20.3,0.44615,0.0,0.0,0.0,0.99306,0.39828,0.50762,0.29677,0.40029,0.5389,0.02368,0.11316,5.15,0.0,0.47558,0.35371,0.14847,0.99912
48427950701,0.43286,0.53391,0.10693,-11807,-0.01242,-48000,379,0.47578,0.92285,32.7,0.47319,0.0,0.0,0.0,1.0,0.42165,0.54792,0.30086,0.49298,0.06794,0.25902,0.47278,3.63,0.31901,0.31806,0.39802,0.16846,0.99897
48215024206,0.37255,0.41139,0.11645,-12954,-0.0,-60100,459,0.58507,0.82047,34.8,0.31688,0.0,0.0,0.0,0.9901,0.29963,0.58515,0.19409,0.51676,0.09474,0.13081,0.20534,3.13,0.07665,0.35883,0.3052,0.12312,0.99883
48215021313,0.56509,0.24974,0.0334,-8691,-0.0,-81300,422,0.50872,0.8846,23.1,0.61093,0.0,0.0,0.0,0.96956,0.40102,0.64424,0.4596,0.57667,0.0,0.0,0.48059,3.62,0.20462,0.3804,0.31749,0.02268,0.99868
48215021314,0.16908,0.23264,0.01628,-11883,-0.0,-74000,672,0.56282,0.78489,31.4,0.36345,0.0,0.0,0.03619,0.96381,0.46881,0.5469,0.28867,0.46345,0.0,0.04424,0.15225,4.21,0.0609,0.41893,0.28414,0.15724,0.99853
48141010365,0.40749,0.35135,0.17306,-12754,-0.0,-76600,651,0.3824,0.91403,45.0,0.54483,0.0,0.0,0.0,1.0,0.26816,0.66308,0.21518,0.6491,0.39709,0.0,0.30977,3.58,0.08004,0.35318,0.30685,0.10858,0.99839
48215021001,0.39946,0.39905,0.0,-9948,-0.0,-103114,286,0.48341,0.9852,27.5,0.52961,0.0,0.0,0.0,0.90078,0.24739,0.57746,0.25596,0.40761,0.10571,0.10143,0.65819,3.55,0.24642,0.21854,0.33152,0.0779,0.99824
48215020207,0.11916,0.5842,0.09135,-15582,-0.0,-77000,391,0.56244,0.7423,37.8,0.19593,0.0,0.01767,0.0,0.96836,0.30963,0.51397,0.2439,0.39452,0.16781,0.15505,0.23577,4.07,0.05691,0.41078,0.31455,0.04798,0.9981
48141001900,0.79798,0.43152,0.20342,-7362,-0.0,-67499,434,0.59004,0.84795,40.0,0.53158,0.00904,0.04094,0.0,0.92876,0.52405,0.5412,0.19636,0.58473,0.00585,0.19591,0.97212,2.28,0.49212,0.37427,0.48926,0.1074,0.99795
48061014001,0.47504,0.5991,0.09154,-11895,-0.0,-51700,346,0.53288,0.91221,44.0,0.25478,0.0,0.00535,0.0107,0.93984,0.4053,0.53164,0.05225,0.47939,0.0,0.13484,0.80721,2.02,0.5027,0.22415,0.34656,0.05802,0.9978
48215020505,0.54149,0.4523,0.04386,-11135,-0.00707,-47800,620,0.59053,0.87295,42.5,0.6,0.0,0.00047,0.0,0.92686,0.27148,0.54524,0.2874,0.55505,0.36004,0.11655,0.49352,2.5,0.12367,0.2902,0.34557,0.01835,0.99766
48479000300,0.21908,0.3916,0.07172,-11836,-0.0,-67800,627,0.55649,0.84252,27.9,0.55805,0.0,0.00139,0.0,0.99676,0.37789,0.59704,0.30081,0.54227,0.00764,0.19432,0.63957,2.91,0.32114,0.36869,0.29883,0.08163,0.99751
48113006701,0.28296,0.38859,0.08454,-12973,-0.00597,-146900,1005,0.67729,0.76892,32.5,0.47862,0.00156,0.01209,0.0,0.97016,0.3563,0.51502,0.22082,0.38153,0.05754,0.03581,0.37069,3.39,0.04443,0.32781,0.25213,0.21021,0.99736
48215024126,0.46556,0.05263,0.21244,-8387,-0.0,-59300,802,0.63604,0.76442,21.8,0.48634,0.0,0.0,0.0,1.0,0.27225,0.55833,0.40293,0.57579,0.29764,0.0874,0.21743,4.62,0.044,0.51447,0.51239,0.17637,0.99722
48061012512,0.31396,0.5211,0.0597,-10608,-0.02597,-57100,527,0.62376,0.69988,33.4,0.05063,0.0,0.0,0.0,1.0,0.34578,0.47094,0.01948,0.3956,0.11063,0.10335,0.29383,4.11,0.07792,0.41202,0.40537,0.06838,0.99707
48215021905,0.41119,0.33646,0.10243,-13184,-0.0,-59600,678,0.5237,0.82461,33.6,0.6325,0.0,0.0,0.0,0.85371,0.29568,0.59366,0.2075,0.55654,0.539,0.20799,0.22919,2.9,0.0,0.41463,0.36842,0.15581,0.99692
48061014002,0.47564,0.4774,0.05105,-10689,-0.0,-48700,533,0.64388,0.78556,38.2,0.48966,0.0,0.00044,0.0,0.90313,0.39634,0.52268,0.23446,0.41517,0.0,0.20805,0.82203,3.05,0.20198,0.36098,0.43586,0.07724,0.99678
48215020729,0.45065,0.42025,0.12595,-11171,-0.0,-47700,658,0.60528,0.78696,38.3,0.45489,0.0,0.0,0.0,0.95802,0.40009,0.53729,0.27468,0.38574,0.0,0.11336,0.54684,2.83,0.30633,0.35998,0.32751,0.08443,0.99663
48215020512,0.18865,0.51087,0.0,-18261,-0.0,-74800,991,0.44996,1.0,45.5,0.0,0.0,0.0,0.0,1.0,0.37472,0.48879,0.17935,0.45331,0.0,0.09061,0.11051,2.75,0.0,0.08113,0.35019,0.0,0.99648
48215024107,0.27916,0.34364,0.13529,-13501,-0.02516,-87000,575,0.59401,0.76744,32.0,0.38462,0.0,0.00061,0.00449,0.95757,0.35607,0.54141,0.21855,0.41237,0.27632,0.11232,0.27678,3.51,0.07261,0.37208,0.37902,0.11522,0.99634
48061011601,0.41206,0.65038,0.0571,-12897,-0.0,-44900,673,0.50764,0.83998,46.5,0.62288,0.0,0.00515,0.0,0.97769,0.26993,0.47061,0.23127,0.50736,0.0098,0.09706,0.18024,2.4,0.08035,0.23799,0.28969,0.07038,0.99619
48427950702,0.50658,0.41221,0.10206,-11300,-0.0,-92600,485,0.44508,0.86283,34.3,0.68306,0.0,0.0,0.0,1.0,0.32311,0.56128,0.35546,0.51399,0.06032,0.1197,0.4561,3.66,0.10707,0.35507,0.46056,0.04156,0.99604
48215022503,0.58096,0.3337,0.12219,-9846,-0.00994,-47900,585,0.6191,0.69365,28.2,0.43664,0.0,0.0,0.0,0.99672,0.23911,0.52216,0.38232,0.37784,0.11996,0.15183,0.0884,4.04,0.09282,0.40399,0.30682,0.14773,0.9959
48215023523,0.49772,0.09817,0.09197,-9188,-0.01463,-47000,688,0.56565,0.77775,20.1,0.15529,0.0,0.0,0.0,0.99815,0.38229,0.53788,0.10366,0.29187,0.24904,0.10431,0.21768,4.95,0.02256,0.3505,0.22124,0.21635,0.99575
48141002800,0.61975,0.33333,0.06841,-7917,-0.0,-63800,491,0.58844,0.80975,32.5,0.48992,0.0,0.0,0.0,0.99,0.31528,0.54525,0.2522,0.37295,0.08028,0.19224,0.73293,2.7,0.30291,0.431,0.32464,0.12367,0.9956
48061013402,0.30932,0.40984,0.11,-11067,-0.0,-53900,702,0.55441,0.75075,28.4,0.50481,0.0,0.0,0.0015,0.9679,0.27934,0.53009,0.31148,0.42275,0.00846,0.07107,0.41894,3.63,0.05647,0.48847,0.2177,0.15871,0.99546
48061012511,0.23896,0.25758,0.04204,-13333,-0.0124,-54400,674,0.56729,0.77204,25.7,0.1897,0.0,0.0,0.0,0.98403,0.30182,0.51393,0.09573,0.42516,0.26706,0.13828,0.07025,3.88,0.0,0.43977,0.35154,0.098,0.99531
48215021809,0.23524,0.21524,0.06373,-14639,-0.0,-68000,684,0.576,0.81616,32.1,0.43165,0.0,0.0,0.0,0.99857,0.22745,0.57471,0.20352,0.40406,0.01121,0.04404,0.16499,3.5,0.067,0.30481,0.23678,0.16003,0.99516
48215023106,0.43602,0.15484,0.26288,-7408,-0.0,-45000,619,0.64309,0.64069,26.9,0.0,0.0,0.0,0.0,1.0,0.21431,0.5517,0.35226,0.60708,0.27315,0.09144,0.0,4.21,0.03871,0.5919,0.44555,0.03539,0.99502
48215024122,0.52927,0.02588,0.23837,-6983,-0.0,-69700,637,0.58779,0.68433,21.4,0.44521,0.0,0.0,0.0,1.0,0.31992,0.56531,0.43294,0.34393,0.28261,0.02746,0.16706,4.86,0.07529,0.51621,0.26025,0.27615,0.99487
48215021407,0.1431,0.37373,0.01788,-17658,-0.0,-96000,895,0.27637,1.0343,43.4,0.73313,0.0,0.0,0.0,0.83472,0.18293,0.73077,0.3395,0.75819,0.31268,0.2121,0.55874,2.67,0.0,0.32155,0.48361,0.0,0.99473
48141002000,0.49762,0.39278,0.2474,-8333,-0.0,-82600,353,0.61293,0.78661,40.0,0.70833,0.0,0.0,0.0,0.98747,0.38468,0.55464,0.29797,0.46544,0.0,0.07996,0.8386,2.61,0.39165,0.28207,0.40092,0.11214,0.99458
48215021306,0.38535,0.37241,0.02052,-10969,-0.0,-58100,679,0.57431,0.75582,29.4,0.58841,0.0,0.0,0.0,0.98176,0.42835,0.52119,0.35862,0.42063,0.0,0.0,0.31823,3.51,0.13596,0.28207,0.21998,0.13296,0.99443
48215021804,0.25789,0.54104,0.08405,-16376,-0.00672,-71600,708,0.47037,0.87782,47.4,0.43056,0.0,0.00078,0.0,0.97198,0.27475,0.48379,0.18731,0.48266,0.04994,0.131,0.34478,2.78,0.08134,0.29294,0.30202,0.08671,0.99429
48061013902,0.33734,0.50712,0.03149,-15818,-0.0,-58000,716,0.42634,0.87535,28.2,0.44259,0.0,0.0,0.00529,0.98539,0.242,0.58046,0.20965,0.54877,0.0,0.0699,0.3837,3.14,0.09098,0.3178,0.3324,0.04372,0.99414
48479001828,0.47026,0.40571,0.0602,-11208,-0.03028,-65400,664,0.58038,0.7188,24.8,0.30412,0.0,0.0,0.0,0.96313,0.26981,0.52999,0.18339,0.45099,0.10757,0.14243,0.25433,4.08,0.09516,0.34011,0.28828,0.12492,0.99399
48061013901,0.44637,0.5395,0.06258,-8890,-0.0,-49200,823,0.46364,0.78625,29.9,0.37615,0.0,0.0,0.0,0.97485,0.24132,0.52417,0.27899,0.46732,0.00726,0.13643,0.47059,4.28,0.02185,0.3446,0.35466,0.11405,0.99385
48215020513,0.48117,0.3176,0.07564,-9067,-0.0,-81500,971,0.59558,0.70851,33.8,0.46654,0.0,0.0,0.0,1.0,0.44279,0.47632,0.23927,0.46942,0.0,0.03719,0.41845,3.69,0.04185,0.46033,0.08096,0.22481,0.9937
48215024121,0.59415,0.02635,0.07458,-6303,-0.0,-64400,559,0.62843,0.6679,18.5,0.47488,0.0,0.0,0.0,0.98367,0.28993,0.53516,0.29722,0.39803,0.15861,0.15366,0.20351,5.56,0.02635,0.42455,0.37993,0.2722,0.99355
48355005606,0.27417,0.57193,0.53394,-14360,-0.0,-64200,822,0.37448,0.91342,48.1,1.0,0.0,0.0,0.0,0.84271,0.06716,0.64069,0.37544,0.74757,0.0,0.16422,0.42807,2.43,0.17193,0.21356,0.27184,0.25243,0.99341
48215020600,0.41997,0.40233,0.09693,-11382,-0.0,-70600,631,0.50115,0.80412,40.6,0.66939,0.0,0.0,0.0,0.99729,0.35095,0.5643,0.32362,0.52717,0.03326,0.2133,0.62099,2.69,0.1793,0.38578,0.29755,0.03397,0.99326
48061013204,0.37962,0.48545,0.06815,-12924,-0.0,-70100,685,0.46047,0.79524,31.3,0.4,0.0,0.0,0.0,0.96959,0.29899,0.54181,0.23455,0.50492,0.10873,0.15773,0.31091,3.59,0.04182,0.31982,0.32349,0.02532,0.99311
48215024211,0.70958,0.09481,0.00225,-7266,-0.0,-65200,607,0.63066,0.70672,18.6,0.66086,0.0,0.0,0.0,0.99699,0.19702,0.59122,0.51696,0.50676,0.38669,0.09291,0.18201,4.6,0.09135,0.30546,0.17418,0.10259,0.99297
48061014201,0.21615,0.18198,0.0,-11689,-0.0,-36100,619,0.48087,0.80299,27.2,0.5133,0.0,0.0,0.0,0.98506,0.23912,0.52801,0.36216,0.46532,0.36364,0.04803,0.49009,3.86,0.04685,0.65266,0.44641,0.16015,0.99282
48141003602,0.49869,0.40832,0.07507,-9126,-0.0,-83200,524,0.60188,0.76213,32.9,0.30729,0.01373,0.01628,0.0,0.95594,0.39024,0.47222,0.18242,0.32674,0.10698,0.06454,0.62476,2.91,0.0397,0.3148,0.23101,0.16233,0.99267
48141004004,0.18838,0.548,0.10875,-19260,-0.00312,-95200,983,0.39182,0.90031,48.3,0.44703,0.0,0.00041,0.0,0.95067,0.27165,0.53531,0.18641,0.44957,0.03004,0.05536,0.23878,2.96,0.10786,0.21699,0.218,0.0423,0.99253
48215024406,0.27516,0.44248,0.03724,-11575,-0.0,-55400,717,0.35128,0.87443,16.5,0.31118,0.0,0.0,0.0,0.99831,0.18263,0.50357,0.19402,0.34671,0.17892,0.15159,0.22929,5.91,0.01457,0.23192,0.1881,0.16876,0.99238
48215020104,0.50536,0.6814,0.36016,-12977,-0.0,-68523,642,0.31184,0.8986,29.6,0.55152,0.0,0.0,0.0,0.78318,0.23282,0.5474,0.08605,0.64465,0.36972,0.24296,0.33488,2.82,0.09535,0.31987,0.33962,0.08176,0.99223
48141003702,0.38501,0.4689,0.0263,-12421,-0.0,-78600,610,0.48058,0.80896,45.9,0.65577,0.0,0.0,0.0,0.96998,0.2565,0.56005,0.23325,0.50942,0.21961,0.08434,0.38756,2.47,0.18481,0.26053,0.33166,0.11997,0.99209
48215023516,0.42159,0.41549,0.09993,-10540,-0.0,-67600,906,0.419,0.86399,30.2,0.2423,0.0,0.0,0.0,0.97072,0.22757,0.53412,0.14072,0.38624,0.19618,0.08321,0.2756,3.44,0.01249,0.26742,0.12275,0.13292,0.99194
48141004105,0.27096,0.49459,0.01667,-13019,-0.0,-89100,666,0.36824,0.89961,42.4,0.55614,0.0,0.0,0.0,0.98863,0.23422,0.58545,0.22432,0.51735,0.02165,0.10986,0.57477,2.77,0.16306,0.24951,0.27926,0.16868,0.99179
48113016203,0.22791,0.37652,0.17494,-16200,-0.0,-126313,921,0.37489,0.94091,34.3,0.33969,0.0,0.07485,0.01013,0.76196,0.44613,0.67867,0.06312,0.4384,0.0,0.0414,1.0,1.97,0.45404,0.27012,0.08453,0.34527,0.99165
48479001821,0.32813,0.18766,0.07846,-13705,-0.0,-69500,897,0.47712,0.75447,24.2,0.3805,0.0,0.0,0.0,1.0,0.27306,0.59447,0.37918,0.53258,0.59368,0.08899,0.1491,3.95,0.02057,0.50829,0.28323,0.07993,0.9915
48141010410,0.11278,0.40091,0.07287,-15277,-0.0,-104300,933,0.41243,0.82895,32.3,0.40365,0.0,0.0,0.0,0.9888,0.27675,0.60834,0.33727,0.6004,0.20412,0.0566,0.13182,3.25,0.10364,0.26484,0.26684,0.0535,0.99136
48479000904,0.41217,0.28586,0.09432,-10377,-0.0,-76500,844,0.5859,0.71542,29.8,0.45946,0.0,0.0,0.0,0.96416,0.34853,0.52174,0.32565,0.47931,0.09316,0.09221,0.53194,3.97,0.10157,0.46008,0.4531,0.10345,0.99121
48215022011,0.15183,0.14674,0.04783,-15966,-0.0,-69200,734,0.63904,0.73982,34.4,0.34911,0.0,0.0,0.0,0.98068,0.22297,0.53589,0.12826,0.30926,0.07762,0.07258,0.15435,3.15,0.11196,0.39441,0.35871,0.09105,0.99106
48215020403,0.32376,0.50558,0.10455,-14557,-0.00529,-66500,565,0.37313,0.8671,35.6,0.38069,0.0,0.0,0.0,0.94176,0.27611,0.56822,0.21634,0.45055,0.04184,0.13214,0.45738,2.83,0.21517,0.302,0.18407,0.08654,0.99092
48479001201,0.42687,0.34185,0.09125,-13568,-0.0,-78300,720,0.51698,0.81841,33.6,0.63946,0.0,0.01109,0.0074,0.97781,0.28643,0.53615,0.40268,0.5387,0.03718,0.2164,0.4927,2.96,0.1472,0.37017,0.21444,0.10251,0.99077
48427950204,0.42784,0.42243,0.07563,-12676,-0.01152,-58100,594,0.4871,0.74877,29.1,0.4917,0.0,0.0,0.0,0.9965,0.34384,0.49527,0.25653,0.47102,0.11118,0.1913,0.26805,3.74,0.09063,0.37418,0.28864,0.10398,0.99062
48141010502,0.29632,0.40756,0.03586,-15055,-0.0105,-79600,558,0.45549,0.8072,37.3,0.13736,0.0,0.0105,0.04501,0.89872,0.27825,0.57689,0.09874,0.57112,0.32765,0.09848,0.22689,2.8,0.14286,0.31508,0.26696,0.0,0.99048
48427950106,0.26074,0.31443,0.04039,-14893,-0.0,-73600,573,0.5126,0.80716,29.6,0.39889,0.0,0.0,0.0,0.92636,0.27896,0.52006,0.28853,0.51052,0.04699,0.11366,0.31443,4.3,0.07645,0.27822,0.2915,0.09041,0.99033
48061013307,0.26735,0.46654,0.04348,-10636,-0.0,-58100,525,0.49246,0.7575,26.7,0.62977,0.0,0.0,0.0,1.0,0.29229,0.52533,0.38104,0.52557,0.0,0.10631,0.39405,3.96,0.15056,0.26548,0.34517,0.08097,0.99018
48215020735,0.47136,0.24782,0.05233,-15747,-0.01419,-157200,575,0.52445,0.83232,27.9,0.09139,0.0,0.0,0.00516,0.91069,0.36376,0.58384,0.15393,0.55299,0.11635,0.11923,0.44432,3.41,0.04585,0.2688,0.55,0.0,0.99004
48215024127,0.43933,0.24442,0.10932,-8457,-0.0,-74500,744,0.53955,0.69934,25.1,0.16335,0.00321,0.0,0.0,0.99679,0.29562,0.54547,0.14126,0.46412,0.13162,0.13644,0.24814,4.34,0.03253,0.38541,0.33535,0.12341,0.98989
48479001401,0.3056,0.44184,0.05146,-13877,-0.0,-109000,673,0.5774,0.75774,31.5,0.5899,0.0,0.00212,0.0,0.96267,0.25314,0.51814,0.32899,0.40081,0.01451,0.01706,0.47309,3.26,0.1224,0.30613,0.20324,0.0834,0.98974
48201221702,0.29147,0.27345,0.02556,-15516,-0.0,-17600,959,0.70171,0.59508,40.8,0.51904,0.0,0.01342,0.0,0.87824,0.51394,0.44743,0.25568,0.16891,0.58638,0.0,0.23396,3.09,0.06614,0.41387,0.254,0.29495,0.9896
48141010504,0.23713,0.3406,0.03162,-18865,-0.0,-69600,577,0.51985,0.70211,43.2,0.19792,0.0,0.0,0.0,1.0,0.36784,0.46835,0.20163,0.30612,0.38499,0.11138,0.0436,3.23,0.0654,0.49958,0.36327,0.0449,0.98945
48479000200,0.3706,0.43755,0.0608,-12662,-0.0,-99300,680,0.5992,0.72346,36.6,0.48317,0.0,0.0,0.0,0.98304,0.28978,0.50167,0.21524,0.42857,0.01705,0.09588,0.50511,3.06,0.11862,0.33436,0.38467,0.11235,0.9893
48061013309,0.40475,0.317,0.08016,-9701,-0.0,-56800,834,0.63221,0.67585,28.0,0.45714,0.0,0.0,0.0,0.99651,0.2959,0.49581,0.28674,0.42157,0.01286,0.00857,0.317,4.13,0.06052,0.30495,0.40305,0.13834,0.98916
48491020116,0.03037,0.87443,0.03934,-49175,-0.03941,-284800,1640,0.0,1.44319,73.4,,0.0,0.0045,0.0,0.00956,0.0,0.58858,0.03391,0.66164,0.0,0.05786,0.03804,1.63,0.00642,0.02868,0.03448,0.0,0.98901
48201220702,0.41096,0.2048,0.03625,-11949,-0.0,-97800,799,0.61986,0.67978,33.1,0.78226,0.0,0.12079,0.0,0.85899,0.5,0.5014,0.14653,0.24039,0.0,0.08614,0.52614,3.05,0.09254,0.43455,0.17989,0.34832,0.98886
48215022705,0.29037,0.5456,0.04325,-13977,-0.02318,-66400,797,0.39523,0.83377,38.8,0.416,0.01157,0.0,0.0,0.90321,0.22883,0.52867,0.20711,0.43219,0.47353,0.38847,0.16538,2.94,0.10355,0.25829,0.18807,0.01989,0.98872
48141001800,0.43327,0.44588,0.07333,-8009,-0.0,-38300,523,0.62378,0.71886,36.9,0.65574,0.0,0.03292,0.0,0.93149,0.53541,0.45641,0.12371,0.32734,0.0,0.11818,0.93557,2.7,0.58505,0.26868,0.30935,0.1223,0.98857
48141010505,0.29965,0.44034,0.03803,-14349,-0.0,-62900,526,0.45776,0.81344,35.7,0.5,0.0,0.0,0.01077,0.94485,0.27313,0.52693,0.30966,0.42558,0.25721,0.15385,0.44034,3.29,0.14347,0.2947,0.26047,0.01628,0.98842
48215024109,0.25355,0.32337,0.16552,-13276,-0.0,-101000,691,0.55937,0.67658,26.2,0.37365,0.0,0.00101,0.0,0.99026,0.26332,0.52195,0.26254,0.3695,0.07333,0.03897,0.29989,4.22,0.06403,0.38707,0.24275,0.26137,0.98828
48215022008,0.21904,0.395,0.15325,-17201,-0.0,-40200,668,0.46587,0.79896,45.5,0.4,0.0,0.0,0.00031,0.70226,0.17698,0.51495,0.18196,0.33771,0.57033,0.15665,0.19333,2.48,0.03639,0.38408,0.04247,0.31951,0.98813
48479001900,0.50694,0.35505,0.18534,-10243,-0.0,-68900,491,0.57081,0.7918,30.6,0.76667,0.0,0.00198,0.0,0.98777,0.41573,0.49372,0.38513,0.56875,0.02476,0.24,0.71512,2.51,0.40685,0.31692,0.27,0.0275,0.98799
48491020117,0.0593,0.85441,0.02439,-42559,-0.04282,-282100,1687,0.00784,1.41348,74.4,0.0,0.00081,0.0,0.0,0.0,0.0,0.59626,0.02503,0.6325,0.0,0.0263,0.14822,1.62,0.0191,0.00406,0.07,0.0,0.98784
48427950203,0.33961,0.26611,0.04603,-10924,-0.0,-74100,575,0.44175,0.75721,24.6,0.50078,0.0,0.0,0.0,1.0,0.28012,0.56483,0.28478,0.60571,0.13935,0.15202,0.17554,4.46,0.09711,0.30489,0.32762,0.10476,0.98769
48141004006,0.2768,0.35409,0.02899,-11648,-0.0,-65300,1019,0.31203,0.82838,28.2,0.16762,0.0,0.00201,0.00025,0.99774,0.30359,0.5619,0.15428,0.31269,0.65613,0.0,0.07714,3.69,0.23699,0.31933,0.26716,0.14851,0.98755
48323950601,0.30975,0.44752,0.05774,-12502,-0.00437,-86200,594,0.45407,0.7635,32.5,0.38567,0.0,0.0,0.0,0.98175,0.26046,0.54599,0.35569,0.49787,0.01969,0.09974,0.41254,3.95,0.15598,0.29526,0.35149,0.03234,0.9874
48061013903,0.41007,0.36765,0.11043,-11911,-0.0,-48000,730,0.6036,0.70669,24.6,0.56134,0.0,0.0,0.0,1.0,0.23839,0.49529,0.24357,0.44868,0.05542,0.10008,0.36581,3.61,0.29504,0.32816,0.31672,0.1349,0.98725
48215022801,0.2105,0.44073,0.04006,-14685,-0.01169,-59600,863,0.51376,0.7074,29.2,0.15123,0.0,0.0,0.0,0.98083,0.24224,0.47947,0.18197,0.46745,0.02673,0.13439,0.16694,4.31,0.03088,0.39582,0.30106,0.07457,0.98711
48439106300,0.31753,0.47044,0.08663,-13615,-0.00821,-77600,964,0.37252,0.88304,38.5,0.60034,0.00417,0.69256,0.0,0.26662,0.03897,0.61619,0.32594,0.40481,0.0,0.06236,0.4376,3.74,0.15764,0.28659,0.17045,0.25636,0.98696
48479000800,0.39964,0.30275,0.02848,-10886,-0.0,-92700,800,0.46546,0.80214,26.6,0.40547,0.00463,0.0,0.0,0.95979,0.30062,0.54947,0.25557,0.51249,0.07928,0.1359,0.47969,3.68,0.16121,0.35231,0.28773,0.09012,0.98681
48303002402,0.17723,0.64923,0.0,-21048,-0.0,-39600,846,0.48191,0.81935,48.5,0.32759,0.0,0.02954,0.0,0.88527,0.0215,0.51884,0.08799,0.54545,0.03088,0.16235,0.11653,2.78,0.10702,0.18022,0.35893,0.03135,0.98667
48215023527,0.42255,0.16932,0.0,-10829,-0.01006,-58000,746,0.53254,0.69018,21.4,0.4788,0.0,0.0,0.0,0.98743,0.23965,0.53276,0.2741,0.37114,0.40693,0.10098,0.20034,4.67,0.01006,0.47765,0.27646,0.08557,0.98652
48215020408,0.24483,0.65352,0.0,-21398,-0.00959,-99500,842,0.20087,0.92586,43.0,0.74021,0.0,0.0,0.0,0.70862,0.30776,0.5681,0.22175,0.4007,0.34655,0.25615,0.33156,2.47,0.03518,0.40474,0.37805,0.0,0.98637
48201221601,0.4698,0.16686,0.0214,-17501,-0.0,-115900,1050,0.57686,0.74172,31.0,0.72257,0.0,0.01976,0.0,0.94183,0.39483,0.51099,0.27694,0.34819,0.07023,0.0379,0.15064,4.16,0.03824,0.22794,0.25147,0.2439,0.98623
48479000106,0.12968,0.4038,0.01191,-14190,-0.00886,-67400,833,0.5827,0.6911,33.7,0.39193,0.0,0.0,0.0,1.0,0.27572,0.47084,0.17722,0.37468,0.09617,0.13661,0.3519,3.88,0.02658,0.33464,0.14987,0.20155,0.98608
48215021803,0.31348,0.19916,0.13145,-13623,-0.0,-71400,839,0.46461,0.77833,29.3,0.39394,0.0,0.0,0.0,0.99323,0.24813,0.58016,0.31105,0.51289,0.26465,0.1046,0.2449,3.53,0.01759,0.38538,0.31839,0.14238,0.98593
48215022111,0.63053,0.08526,0.03289,-7299,-0.0,-49500,661,0.61883,0.67795,17.9,0.30052,0.0,0.0,0.0,1.0,0.25798,0.47194,0.21474,0.32215,0.47923,0.06081,0.07179,4.87,0.0,0.31731,0.16958,0.17903,0.98579
48215024123,0.59868,0.05968,0.0537,-7291,-0.0,-63900,566,0.58132,0.67936,21.2,0.56673,0.0,0.0,0.0,0.9856,0.35375,0.53989,0.30504,0.41113,0.28647,0.19702,0.35146,4.42,0.03581,0.38152,0.16167,0.16167,0.98564
48215024124,0.37071,0.22327,0.1019,-11691,-0.0,-80100,798,0.60663,0.65571,25.5,0.44256,0.00528,0.0,0.0,0.9727,0.29358,0.51159,0.29495,0.42488,0.09063,0.12358,0.29025,4.0,0.09636,0.44321,0.39828,0.15493,0.98549
48215022105,0.54465,0.33072,0.09491,-10047,-0.0,-47800,446,0.46134,0.8558,27.7,0.80127,0.0,0.0,0.0,1.0,0.17762,0.5711,0.40905,0.51174,0.0,0.10164,0.54569,3.06,0.08616,0.19596,0.32718,0.06544,0.98535
48201221400,0.28453,0.13322,0.0201,-12060,-0.0,-110700,895,0.56891,0.7166,28.5,0.37351,0.00178,0.02105,0.0,0.92049,0.37629,0.53717,0.19224,0.36533,0.04563,0.13641,0.55874,3.47,0.12872,0.49312,0.27361,0.26896,0.9852
48479000107,0.57424,0.39137,0.02436,-7966,-0.0,-80500,857,0.49477,0.74531,20.7,0.51294,0.0,0.00744,0.0,0.97308,0.2457,0.53702,0.38675,0.48266,0.06329,0.17848,0.49615,4.35,0.13405,0.31066,0.33148,0.03467,0.98505
