TRACT2020,ALAND,AWATER,U202020010,U202020013,U202020020,U202020031,U202020033,U202020040,U202020070,U202021010,U202030020,U202030030,U202033010,U202060021,U202060022,U202060023,U202060024,U202062010,U202065010,U202065015,U202065017,U202070010,U202070030,U202070040,U202070060,U202072010,U202020050,U202081021,U202081022,U202090012,C202010020,C202010030,C202010040,C202020010,C202020020,C202020031,C202020050,C202021010,C202030010,C202033010,C202033020,C202060010,C202062010,C202070010,C202070020,C202070050,C202070055,C202072010,C202081010,C202090011,C202090012,C202090021,C202090022,C202090031,C202090032,C202090091,C202090092,C202091011,C202091012,C202092023,H202010020,H202010030,H202020010,H202020012,H202020020,H202020040,H202021010,H202030011,H202033010,H202033025,H202060010,H202062010,H202070010,H202070020,H202070030,H202070040,H202070070,H202072010,H202072020,H202081011,H202090012,H202090093,H202091012,H202091093,H202092021,SETX,FIPSCNTY,airsite_tract,airsite_name
48141004107,858698,0,0.06063,0.39177,0.06483,-20621.0,-0.0,-93600.0,934.0,0.17395,0.69943,35.7,0.32456,0.0,0.0,0.0,0.91576,0.10644,0.50287,0.22511,0.44031,0.0,0.01071,0.14935,3.39,0.04329,0.19145,0.08344,0.0077,77.89,1567.0,462.0,467.0,0.228,0.065,0.05,0.191,0.174,0.168,0.019,0.183,0.918,0.106,0.0,0.0,0.0,0.039,0.043,0.237,0.5422,43.01,0.4627,0.3669,0.5407,0.4278,3.0,1.0,3.0,2.0,0.0,1567.0,462.0,0.06063,0.03463,0.06483,93600.0,0.17395,0.34632,0.08009,0.02872,0.91832,0.10644,0.0,0.0,0.01071,0.15507,0.98073,0.04329,0.0,0.171,44.6,0.465,2.0,2.0,1.0,0.0,48141,0.0,
48141004202,2066980,95116,0.23512,0.40954,0.05034,-15553.0,-0.0,-94100.0,642.0,0.23447,0.69618,39.9,0.40141,0.0,0.01983,0.00631,0.9533,0.09996,0.47241,0.24828,0.47271,0.0,0.08748,0.34808,2.73,0.03884,0.23873,0.22389,0.0356,81.04,5546.0,2034.0,2229.0,0.432,0.05,0.315,0.239,0.234,0.167,0.051,0.206,0.985,0.1,0.0,0.0,0.194,0.05,0.039,0.215,0.8394,73.37,0.8058,0.6841,0.8678,0.7642,2.0,2.0,4.0,3.0,0.0,5546.0,2034.0,0.23512,0.0762,0.05034,94100.0,0.23447,0.3058,0.11209,0.05662,0.98467,0.09996,0.0,0.0,0.08748,0.37108,0.97533,0.03884,0.00739,0.17847,81.10000000000001,0.687,4.0,4.0,1.0,0.0,48141,0.0,
48141004303,2475478,0,0.14378,0.34006,0.09711,-24590.0,-0.03719,-131700.0,1047.0,0.16745,0.81102,39.7,0.28739,0.0,0.01126,0.01279,0.72676,0.07505,0.5284,0.17322,0.4532,0.0,0.02386,0.19182,3.1,0.01275,0.13747,0.06158,0.06897,80.425,5863.0,1882.0,1928.0,0.347,0.097,0.233,0.137,0.167,0.18,0.083,0.264,0.825,0.075,0.0,0.005,0.021,0.028,0.013,0.102,0.7795,63.85999999999999,0.7502,0.6095,0.8133,0.6699,0.0,0.0,4.0,3.0,0.0,5863.0,1882.0,0.14378,0.04304,0.09711,131700.0,0.16745,0.34963,0.09086,0.10234,0.82466,0.07505,0.0,0.00478,0.02386,0.24644,1.0,0.01275,0.00461,0.11796,79.9,0.679,4.0,4.0,1.0,0.0,48141,0.0,
48121021502,11314444,6940653,0.09791,0.20129,0.04244,-31225.0,-0.04885,-186300.0,1188.0,0.24035,0.66224,31.8,0.37553,0.0,0.11848,0.00577,0.48163,0.04667,0.50394,0.15303,0.47992,0.14,0.05611,0.54267,3.01,0.0053,0.2555,0.17311,0.04394,48.0,5199.0,1699.0,1800.0,0.231,0.042,0.284,0.256,0.24,0.086,0.136,0.263,0.611,0.047,0.14,0.016,0.284,0.074,0.005,0.088,0.8709,74.83999999999999,0.871,0.7695,0.8912,0.7721,1.0,0.0,4.0,3.0,0.0,5199.0,1699.0,0.09791,0.00471,0.042,186300.0,0.24035,0.16539,0.15539,0.07271,0.61127,0.04667,0.14,0.01577,0.05611,0.51046,0.81389,0.0053,0.04336,0.06945,68.7,0.604,3.0,3.0,1.0,0.0,48121,0.0,
48121021505,4441852,57149,0.04768,0.16674,0.02314,-32884.0,-0.14113,-269400.0,1758.0,0.08003,0.70207,35.5,0.22759,0.0082,0.07677,0.11831,0.17357,0.02611,0.54235,0.13461,0.4398,0.0,0.0398,0.16395,3.46,0.04145,0.09021,0.15217,0.00641,33.597,7438.0,2147.0,2236.0,0.085,0.023,0.254,0.09,0.08,0.102,0.066,0.295,0.39,0.026,0.0,0.0,0.035,0.017,0.041,0.081,0.3206,20.93,0.2891,0.2105,0.3543,0.2332,0.0,0.0,2.0,1.0,0.0,7438.0,2147.0,0.04768,0.0,0.02314,269400.0,0.08003,0.12296,0.10759,0.05781,0.38976,0.02611,0.0,0.0,0.0398,0.14332,0.79696,0.04145,0.02971,0.0,19.5,0.322,1.0,1.0,1.0,0.0,48121,0.0,
48029121404,6661549,390,0.35628,0.36898,0.04199,-14430.0,-0.01551,-87800.0,660.0,0.22916,0.76606,31.1,0.62869,0.0,0.28995,0.02026,0.44132,0.11739,0.53077,0.26925,0.54113,0.07263,0.08329,0.57064,2.89,0.24765,0.25236,0.25,0.10011,83.297,5232.0,1805.0,1969.0,0.522,0.042,0.577,0.252,0.229,0.142,0.25,0.339,0.784,0.117,0.073,0.003,0.268,0.068,0.248,0.184,0.9982,99.41,0.9985,0.9956,0.9987,0.9952,6.0,4.0,4.0,4.0,1.0,5232.0,1805.0,0.35628,0.08033,0.04095,87800.0,0.22916,0.27812,0.25983,0.09308,0.78383,0.11739,0.07263,0.00268,0.08329,0.49042,0.74759,0.24765,0.07333,0.4133,99.0,0.894,4.0,4.0,1.0,0.0,48029,0.0,
48029121501,6210753,21080,0.04694,0.27157,0.05957,-32442.0,-0.03478,-183900.0,1186.0,0.09892,0.72008,36.6,0.49868,0.01427,0.16906,0.04494,0.35586,0.03985,0.53128,0.2204,0.52743,0.0,0.06825,0.301,2.96,0.02107,0.12543,0.15046,0.04097,45.055,8967.0,2990.0,3209.0,0.191,0.06,0.22,0.125,0.099,0.129,0.13,0.223,0.629,0.04,0.0,0.014,0.119,0.004,0.021,0.16,0.6677,51.94,0.6332,0.5045,0.737,0.5795,0.0,0.0,3.0,3.0,1.0,8967.0,2990.0,0.04694,0.00635,0.0584,183900.0,0.09892,0.23512,0.1893,0.05966,0.62908,0.03985,0.0,0.01394,0.06825,0.31995,0.51511,0.02107,0.00999,0.05886,54.7,0.521,3.0,3.0,1.0,0.0,48029,0.0,
48029121504,3893704,0,0.04692,0.34022,0.06001,-29637.0,-0.04134,-178600.0,1069.0,0.1438,0.7481,35.9,0.25247,0.0031,0.25106,0.02477,0.38643,0.0407,0.52392,0.08545,0.46899,0.06423,0.06049,0.33068,2.78,0.05167,0.14628,0.23873,0.0466,57.684999999999995,7106.0,2516.0,2678.0,0.104,0.06,0.345,0.146,0.144,0.161,0.032,0.222,0.676,0.041,0.064,0.014,0.044,0.043,0.052,0.134,0.8037,65.28,0.7901,0.6476,0.8363,0.6838,0.0,0.0,4.0,3.0,0.0,7106.0,2516.0,0.04692,0.0,0.05947,178600.0,0.1438,0.28855,0.07114,0.0629,0.67591,0.0407,0.06423,0.01435,0.06049,0.28555,0.64638,0.05167,0.02464,0.10374,53.7,0.515,3.0,3.0,1.0,0.0,48029,0.0,
48029121507,2659634,10404,0.08061,0.45483,0.04049,-25241.0,-0.01636,-158300.0,1174.0,0.13339,0.75755,42.6,0.33086,0.00793,0.17346,0.02094,0.45493,0.03482,0.55323,0.18847,0.54505,0.09735,0.08089,0.24065,3.52,0.03894,0.12946,0.32132,0.06637,74.095,4537.0,1284.0,1397.0,0.134,0.04,0.206,0.129,0.133,0.166,0.038,0.176,0.722,0.035,0.097,0.004,0.013,0.069,0.039,0.229,0.722,58.52,0.6891,0.5683,0.7262,0.5852,1.0,1.0,3.0,3.0,1.0,4537.0,1284.0,0.08061,0.01636,0.04005,158300.0,0.13339,0.33879,0.10436,0.03791,0.72206,0.03482,0.09735,0.00397,0.08089,0.23412,0.82248,0.03894,0.04373,0.07866,61.4,0.562,3.0,3.0,1.0,0.0,48029,0.0,
48029121508,2233145,0,0.36708,0.33614,0.04164,-17048.0,-0.02213,-109600.0,979.0,0.18993,0.76499,31.2,0.47922,0.0,0.20023,0.0263,0.60492,0.06682,0.54383,0.22972,0.43517,0.03899,0.17764,0.39094,3.69,0.06533,0.25,0.27103,0.07379,82.901,3536.0,949.0,1154.0,0.45,0.042,0.405,0.25,0.19,0.106,0.044,0.313,0.86,0.067,0.039,0.009,0.0,0.118,0.065,0.171,0.9137,84.97,0.9042,0.8489,0.897,0.8248,4.0,0.0,4.0,4.0,1.0,3536.0,949.0,0.36708,0.06006,0.04164,109600.0,0.18993,0.22129,0.20653,0.11538,0.86001,0.06682,0.03899,0.00877,0.17764,0.4699,0.94454,0.06533,0.07308,0.22761,97.2,0.847,4.0,4.0,1.0,0.0,48029,0.0,
48029121601,3695911,21012,0.18601,0.24761,0.09311,-26487.0,-0.0447,-162800.0,894.0,0.15558,0.65451,34.5,0.75367,0.0,0.12572,0.02457,0.44376,0.02602,0.50038,0.24309,0.45694,0.0,0.04279,0.69613,2.62,0.06178,0.17236,0.2202,0.0594,37.319,5210.0,1991.0,2080.0,0.256,0.093,0.381,0.172,0.156,0.121,0.179,0.263,0.627,0.026,0.0,0.0,0.33,0.033,0.062,0.193,0.858,69.97,0.855,0.7088,0.8778,0.7182,1.0,1.0,4.0,3.0,0.0,5210.0,1991.0,0.18601,0.01306,0.09209,162800.0,0.15558,0.16876,0.25816,0.03359,0.62706,0.02602,0.0,0.0,0.04279,0.69405,0.93173,0.06178,0.01383,0.16474,71.8,0.624,3.0,3.0,1.0,0.0,48029,0.0,
48141010311,2206418,0,0.17097,0.32712,0.13048,-21794.0,-0.01865,-122500.0,912.0,0.24332,0.74853,30.9,0.44403,0.0,0.00982,0.00205,0.90425,0.08199,0.5324,0.14586,0.44112,0.05186,0.01414,0.28168,3.26,0.07795,0.16193,0.20205,0.05711,81.978,6820.0,2091.0,2121.0,0.272,0.13,0.306,0.162,0.243,0.128,0.085,0.303,0.922,0.082,0.052,0.001,0.0,0.098,0.078,0.123,0.9179,84.78,0.9049,0.8354,0.9411,0.879,3.0,1.0,4.0,4.0,1.0,6820.0,2091.0,0.17097,0.04974,0.12902,122500.0,0.24332,0.22956,0.16882,0.08798,0.92243,0.08199,0.05186,0.00117,0.01414,0.20023,0.8463,0.07795,0.0,0.1143,79.80000000000001,0.678,4.0,4.0,1.0,0.0,48141,0.0,
48151950400,1019348684,3167905,0.17343,0.36954,0.02192,-29267.0,-0.03896,-55000.0,535.0,0.12981,0.83359,40.5,0.37179,0.00209,0.04029,0.00628,0.34589,0.02301,0.54945,0.10272,0.47492,0.05748,0.28402,0.31523,2.24,0.05431,0.10937,0.14194,0.09392,71.92699999999999,1911.0,847.0,1183.0,0.251,0.022,0.175,0.109,0.13,0.217,0.054,0.227,0.431,0.023,0.057,0.008,0.003,0.012,0.054,0.174,0.6903,50.61,0.6819,0.5182,0.6774,0.4896,0.0,0.0,3.0,3.0,1.0,1911.0,847.0,0.17343,0.0791,0.02192,55000.0,0.12981,0.3412,0.10272,0.0675,0.43066,0.02301,0.05748,0.00837,0.28402,0.30818,0.94167,0.05431,0.0,0.25738,72.2,0.627,3.0,3.0,1.0,0.0,48151,0.0,
48151950300,1308923419,4090575,0.07474,0.40651,0.0304,-31339.0,-0.01327,-74600.0,652.0,0.0924,0.74113,47.0,0.24123,0.0,0.02088,0.0,0.20042,0.00715,0.46242,0.08685,0.41902,0.08737,0.21273,0.17612,2.29,0.03498,0.09842,0.12539,0.07001,50.812999999999995,1916.0,829.0,1053.0,0.155,0.03,0.122,0.098,0.092,0.228,0.046,0.202,0.238,0.007,0.087,0.008,0.0,0.012,0.035,0.184,0.4743,32.11,0.4769,0.3518,0.4658,0.3105,0.0,1.0,2.0,2.0,1.0,1916.0,829.0,0.07474,0.0386,0.0304,74600.0,0.0924,0.36188,0.06634,0.05115,0.238,0.00715,0.08737,0.00835,0.21273,0.19474,0.90883,0.03498,0.0,0.18094,44.6,0.465,2.0,2.0,1.0,0.0,48151,0.0,
48173950100,2331552974,2245302,0.16586,0.23678,0.0,-30062.0,-0.10345,-303300.0,920.0,0.30695,0.59641,36.6,0.33117,0.0,0.0,0.0,0.38286,0.15538,0.44921,0.05287,0.29302,0.09506,0.173,0.34483,3.33,0.0,0.21907,0.09612,0.08527,52.249,1447.0,435.0,526.0,0.276,0.0,0.094,0.219,0.307,0.117,0.117,0.193,0.397,0.155,0.095,0.0,0.0,0.044,0.0,0.102,0.4727,34.98,0.4441,0.3565,0.4649,0.336,3.0,0.0,2.0,2.0,1.0,1447.0,435.0,0.16586,0.03218,0.0,303300.0,0.30695,0.23448,0.11724,0.03041,0.39737,0.15538,0.09506,0.0,0.173,0.40152,0.80608,0.0,0.0,0.11724,37.1,0.424,2.0,2.0,1.0,0.0,48173,0.0,
48053960600,149486018,1189657,0.09575,0.42733,0.0,-34192.0,-0.06149,-236300.0,1093.0,0.06524,0.88343,53.3,0.03865,0.0,0.0,0.0,0.20029,0.06253,0.5651,0.04099,0.46264,0.17967,0.18973,0.08323,2.55,0.00373,0.18593,0.10172,0.13391,78.315,4109.0,1610.0,1987.0,0.125,0.0,0.187,0.186,0.065,0.268,0.01,0.225,0.2,0.063,0.18,0.0,0.0,0.019,0.004,0.142,0.3431,22.98,0.3484,0.2586,0.357,0.2368,2.0,1.0,2.0,1.0,0.0,4109.0,1610.0,0.09575,0.00559,0.0,236300.0,0.06524,0.41863,0.00994,0.05038,0.20029,0.06253,0.17967,0.0,0.18973,0.1358,0.692,0.00373,0.0,0.12857,15.6,0.295,1.0,1.0,1.0,0.0,48053,0.0,
48053960200,762026474,17190904,0.08344,0.41914,0.00714,-40029.0,-0.10161,-253000.0,973.0,0.06983,0.82756,48.7,0.22589,0.0,0.0,0.0,0.11836,0.01851,0.52596,0.07451,0.45686,0.17912,0.3511,0.14395,2.74,0.00508,0.09827,0.10392,0.0915,57.597,3236.0,1181.0,1820.0,0.12,0.007,0.124,0.098,0.07,0.253,0.061,0.194,0.118,0.019,0.179,0.0,0.0,0.028,0.005,0.139,0.2862,17.4,0.31,0.2024,0.2818,0.1705,0.0,1.0,2.0,1.0,0.0,3236.0,1181.0,0.08344,0.02794,0.00714,253000.0,0.06983,0.37257,0.07536,0.04821,0.11836,0.01851,0.17912,0.0,0.3511,0.1301,0.60275,0.00508,0.0,0.0652,19.8,0.324,1.0,1.0,1.0,0.0,48053,0.0,
48453002307,2119483,0,0.17971,0.13916,0.03166,-34318.0,-0.01258,-293100.0,1151.0,0.11759,0.54855,33.8,0.67018,0.0,0.14847,0.0136,0.34416,0.05983,0.43578,0.11547,0.38736,0.00628,0.05656,0.80681,1.96,0.09178,0.21628,0.1693,0.05431,9.934,5294.0,2702.0,2864.0,0.298,0.032,0.407,0.216,0.118,0.069,0.025,0.13,0.535,0.06,0.006,0.0,0.59,0.041,0.092,0.151,0.6911,55.03,0.6708,0.5543,0.7144,0.565,2.0,1.0,3.0,3.0,1.0,5294.0,2702.0,0.17971,0.00444,0.03166,293100.0,0.11759,0.09326,0.094,0.04345,0.53457,0.05983,0.00628,0.0,0.05656,0.81016,0.9148,0.09178,0.04367,0.04219,55.400000000000006,0.525,3.0,3.0,1.0,0.0,48453,0.0,
48409010500,15309497,0,0.31876,0.3618,0.03463,-16738.0,-0.00621,-73700.0,599.0,0.27962,0.70559,29.1,0.48239,0.0,0.00271,0.0009,0.8936,0.0345,0.49098,0.30901,0.45291,0.02587,0.16688,0.36801,3.44,0.0559,0.23805,0.22197,0.1222,83.941,2218.0,644.0,773.0,0.466,0.035,0.287,0.238,0.28,0.116,0.116,0.311,0.908,0.035,0.026,0.001,0.0,0.141,0.056,0.201,0.908,85.44,0.8943,0.8466,0.8762,0.8177,6.0,1.0,4.0,4.0,1.0,2218.0,644.0,0.31876,0.02484,0.03463,73700.0,0.27962,0.25932,0.21273,0.09829,0.90757,0.0345,0.02587,0.0009,0.16688,0.34973,0.87063,0.0559,0.0,0.43634,84.0,0.71,4.0,4.0,1.0,0.0,48409,0.0,
48029131504,4193083,0,0.17755,0.37284,0.0359,-19124.0,-0.01099,-87200.0,1096.0,0.31763,0.76982,36.2,0.42964,0.00528,0.0687,0.00444,0.72585,0.05005,0.5018,0.22214,0.47036,0.16847,0.01546,0.33595,3.71,0.02904,0.14796,0.26556,0.02254,86.945,4731.0,1274.0,1294.0,0.243,0.036,0.301,0.148,0.318,0.142,0.13,0.302,0.817,0.05,0.168,0.0,0.007,0.028,0.029,0.19,0.8471,70.76,0.83,0.6932,0.8477,0.7056,1.0,0.0,4.0,3.0,0.0,4731.0,1274.0,0.17755,0.03611,0.0359,87200.0,0.31763,0.26452,0.17975,0.12577,0.81716,0.05005,0.16847,0.0,0.01546,0.4033,0.8493,0.02904,0.049,0.15228,88.3,0.743,4.0,4.0,1.0,0.0,48029,0.0,
48029980004,9788993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,48029,0.0,
48439104605,4540365,15155,0.31244,0.38627,0.14163,-16835.0,-0.00552,-110600.0,1067.0,0.28105,0.75344,32.2,0.56798,0.00322,0.43827,0.01858,0.44667,0.12006,0.51242,0.28817,0.45136,0.0,0.14652,0.46842,3.38,0.1214,0.22423,0.20182,0.26591,86.11,5597.0,1631.0,1911.0,0.389,0.142,0.489,0.224,0.281,0.168,0.085,0.304,0.941,0.12,0.0,0.015,0.219,0.078,0.121,0.126,0.9894,96.89,0.9878,0.9673,0.9916,0.9725,6.0,2.0,4.0,4.0,1.0,5597.0,1631.0,0.31244,0.08338,0.14163,110600.0,0.28105,0.3973,0.23053,0.0729,0.94086,0.12006,0.0,0.01519,0.14652,0.44194,0.91732,0.1214,0.01202,0.23605,99.0,0.89,4.0,4.0,1.0,0.0,48439,0.0,
48439114108,9138195,7621844,0.03104,0.30661,0.01964,-49547.0,-0.14576,-306300.0,1311.0,0.00532,0.80892,46.1,0.03832,0.0,0.03259,0.00369,0.142,0.0,0.52648,0.07965,0.45141,0.02469,0.12163,0.18584,2.68,0.0,0.08419,0.15345,0.01961,32.073,5155.0,1921.0,2187.0,0.07,0.02,0.166,0.084,0.005,0.201,0.0,0.238,0.185,0.0,0.025,0.0,0.141,0.017,0.0,0.048,0.0969,6.800000000000001,0.0967,0.0842,0.1136,0.0816,0.0,0.0,1.0,1.0,1.0,5155.0,1921.0,0.03104,0.00677,0.01954,306300.0,0.00532,0.33108,0.01093,0.08147,0.18468,0.0,0.02469,0.0,0.12163,0.18177,0.84499,0.0,0.0,0.05466,8.9,0.236,1.0,1.0,1.0,0.0,48439,0.0,
48439104202,2149693,0,0.18732,0.15468,0.0272,-44603.0,-0.17479,-379100.0,1234.0,0.05882,0.69041,30.3,0.14607,0.0,0.02838,0.04721,0.22299,0.00647,0.5013,0.10441,0.43604,0.0,0.13857,0.44316,2.67,0.02475,0.14712,0.1507,0.01554,15.619,3453.0,1293.0,1501.0,0.217,0.027,0.302,0.147,0.059,0.129,0.035,0.203,0.321,0.006,0.0,0.0,0.041,0.0,0.025,0.054,0.1767,12.740000000000002,0.1574,0.1325,0.1613,0.1148,0.0,0.0,1.0,1.0,1.0,3453.0,1293.0,0.18732,0.01933,0.0272,379100.0,0.05882,0.2181,0.04022,0.05966,0.32117,0.00647,0.0,0.0,0.13857,0.48364,0.96935,0.02475,0.0,0.07889,24.8,0.355,1.0,1.0,1.0,0.0,48439,0.0,
48439111316,4100213,4936,0.08495,0.15877,0.07886,-32092.0,-0.10752,-235200.0,1898.0,0.08386,0.66961,33.0,0.18659,0.00434,0.45234,0.08619,0.18061,0.03056,0.54811,0.14206,0.48356,0.01671,0.0,0.10195,3.72,0.0,0.19457,0.15447,0.07785,37.363,6683.0,1795.0,1795.0,0.224,0.079,0.35,0.195,0.084,0.037,0.015,0.299,0.74,0.031,0.017,0.0,0.01,0.038,0.0,0.074,0.5316,37.22,0.4693,0.3386,0.5444,0.3795,1.0,0.0,3.0,2.0,0.0,6683.0,1795.0,0.08495,0.0,0.07679,235200.0,0.08386,0.06072,0.09304,0.08439,0.74039,0.03056,0.01671,0.0,0.0,0.08439,0.039,0.0,0.0,0.00724,8.6,0.233,1.0,1.0,1.0,0.0,48439,0.0,
48439111021,9001894,45435,0.03061,0.13798,0.05895,-27673.0,-0.03558,-219200.0,1103.0,0.07906,0.64681,29.2,0.13103,0.0,0.25848,0.02301,0.13211,0.00976,0.50791,0.09877,0.542,0.0,0.08566,0.35367,3.53,0.00871,0.0771,0.11787,0.04872,25.421,4867.0,1377.0,1506.0,0.089,0.059,0.237,0.077,0.079,0.066,0.025,0.363,0.459,0.01,0.0,0.002,0.0,0.009,0.009,0.093,0.2353,18.35,0.1976,0.1734,0.2283,0.1803,1.0,1.0,1.0,1.0,1.0,4867.0,1377.0,0.03061,0.0,0.05821,219200.0,0.07906,0.10167,0.06899,0.07335,0.45942,0.00976,0.0,0.00164,0.08566,0.27742,0.45286,0.00871,0.0,0.03922,9.8,0.245,1.0,1.0,1.0,0.0,48439,0.0,
48439111027,8293916,7236,0.04447,0.17544,0.10986,-26617.0,-0.02386,-196000.0,1250.0,0.12997,0.64579,38.0,0.31262,0.0,0.5312,0.03154,0.27366,0.02449,0.54323,0.15298,0.46892,0.03571,0.02129,0.29404,3.09,0.01123,0.2036,0.1018,0.12342,43.486999999999995,4407.0,1425.0,1456.0,0.222,0.11,0.295,0.204,0.13,0.085,0.116,0.234,0.836,0.024,0.036,0.0,0.101,0.001,0.011,0.121,0.6963,54.61,0.6488,0.5072,0.6998,0.5467,1.0,1.0,3.0,3.0,1.0,4407.0,1425.0,0.04447,0.01544,0.10686,196000.0,0.12997,0.11088,0.11649,0.0177,0.8364,0.02449,0.03571,0.0,0.02129,0.19287,0.09203,0.01123,0.02926,0.04842,30.2,0.387,2.0,2.0,1.0,0.0,48439,0.0,
48439111026,2356541,0,0.10197,0.2133,0.07073,-21297.0,-0.0,-161400.0,1755.0,0.12529,0.65465,27.6,0.2321,0.0,0.48301,0.00619,0.32169,0.02667,0.4865,0.18155,0.45027,0.0,0.0,0.23907,3.77,0.0,0.26875,0.17141,0.07387,46.535,6298.0,1669.0,1669.0,0.158,0.071,0.253,0.269,0.125,0.067,0.013,0.343,0.878,0.027,0.0,0.002,0.0,0.12,0.0,0.091,0.5001,43.14,0.4214,0.3733,0.5156,0.4496,3.0,1.0,3.0,2.0,0.0,6298.0,1669.0,0.10197,0.0,0.07041,161400.0,0.12529,0.1414,0.12822,0.10114,0.87774,0.02667,0.0,0.00159,0.0,0.33063,0.56681,0.0,0.00159,0.02037,34.8,0.411,2.0,2.0,1.0,0.0,48439,0.0,
48439113120,8746386,938763,0.01696,0.09331,0.02198,-65269.0,-0.45639,-366500.0,1159.0,0.00964,0.51333,35.5,0.12886,0.0,0.15173,0.2341,0.0427,0.0,0.4043,0.03347,0.47303,0.0,0.03992,0.0,3.35,0.0,0.05966,0.04719,0.0,2.476,3302.0,986.0,1027.0,0.021,0.022,0.087,0.06,0.01,0.05,0.057,0.353,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0104,0.64,0.0048,0.0038,0.0098,0.0069,1.0,1.0,1.0,1.0,1.0,3302.0,986.0,0.01696,0.0,0.02198,366500.0,0.00964,0.10243,0.07201,0.05936,0.44488,0.0,0.0,0.0,0.03992,0.0,0.12561,0.0,0.0,0.0,1.3,0.09,1.0,1.0,1.0,0.0,48439,0.0,
48439113119,2392294,107452,0.02769,0.19058,0.06763,-43228.0,-0.1007,-474500.0,1226.0,0.00218,0.7337,30.6,0.30932,0.0,0.44073,0.07738,0.10171,0.08782,0.52899,0.07905,0.49844,0.01656,0.15041,0.79643,2.08,0.0,0.07453,0.10814,0.00178,11.546,3864.0,1847.0,2174.0,0.129,0.068,0.405,0.075,0.002,0.095,0.05,0.195,0.629,0.088,0.017,0.006,0.486,0.04,0.0,0.063,0.5628,43.269999999999996,0.5149,0.4124,0.5722,0.4398,1.0,1.0,3.0,2.0,0.0,3864.0,1847.0,0.02769,0.00758,0.06763,474500.0,0.00218,0.1294,0.07905,0.10999,0.6294,0.08782,0.01656,0.00621,0.15041,0.72161,0.84637,0.0,0.0,0.0,37.7,0.427,2.0,2.0,1.0,0.0,48439,0.0,
48439113122,1325286,104286,0.02002,0.04203,0.01671,-41216.0,-0.0,-378043.0,1322.0,0.04843,0.62415,29.6,0.44495,0.0,0.57152,0.05263,0.15111,0.0,0.55861,0.1471,0.49542,0.0,0.08639,1.0,1.91,0.09518,0.04711,0.01917,0.02789,5.861000000000001,3097.0,1618.0,1771.0,0.045,0.017,0.253,0.047,0.048,0.013,0.035,0.096,0.8,0.0,0.0,0.0,0.631,0.016,0.095,0.062,0.1094,10.4,0.0656,0.0702,0.1125,0.1075,1.0,1.0,1.0,1.0,1.0,3097.0,1618.0,0.02002,0.0,0.01643,-1.0,0.04843,0.02534,0.05995,0.05231,0.80013,0.0,0.0,0.0,0.08639,1.0,0.524,0.09518,0.04047,0.00433,32.1,0.396,2.0,2.0,1.0,0.0,48439,0.0,
48439105407,613582,0,0.05374,0.23104,0.02016,-46145.0,-0.0,-409958.0,1274.0,0.02479,0.85326,32.8,0.58416,0.0066,0.07298,0.02368,0.20458,0.0,0.61801,0.04174,0.61376,0.0,0.1019,0.98883,1.48,0.13286,0.11465,0.09347,0.0435,24.337,2576.0,1701.0,1894.0,0.09,0.02,0.433,0.115,0.025,0.207,0.035,0.076,0.347,0.0,0.0,0.025,0.761,0.016,0.133,0.148,0.4773,39.42,0.4582,0.4127,0.4773,0.3899,1.0,1.0,2.0,2.0,1.0,2576.0,1701.0,0.05374,0.02763,0.02016,-1.0,0.02479,0.25456,0.03469,0.02873,0.34705,0.0,0.0,0.02484,0.1019,0.98487,0.72175,0.13286,0.0,0.14932,45.300000000000004,0.469,2.0,2.0,1.0,0.0,48439,0.0,
48439113121,328244,20615,0.11507,0.05957,0.05997,-42257.0,-0.01915,-249089.0,1096.0,0.09341,0.5411,36.8,1.0,0.0,0.41096,0.02466,0.14521,0.0,0.4726,0.16809,0.43276,0.04172,0.42331,1.0,1.55,0.0,0.1411,0.02586,0.00862,4.176,730.0,470.0,815.0,0.256,0.06,0.217,0.141,0.093,0.041,0.057,0.067,0.581,0.0,0.042,0.0,0.885,0.049,0.0,0.012,0.3634,24.490000000000002,0.3116,0.2233,0.3054,0.2015,1.0,1.0,2.0,1.0,0.0,730.0,470.0,0.11507,0.0,0.05997,-1.0,0.09341,0.04894,0.05745,0.0274,0.58082,0.0,0.04172,0.0,0.42331,1.0,0.74479,0.0,0.0,0.0,10.9,0.256,1.0,1.0,1.0,0.0,48439,0.0,
